model,method,country,dimension,human,model_mpr,abs_err
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,DEU,Species_Humans,82.44449804706495,56.539589805030886,25.904908242034068
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,DEU,Utilitarianism_More,75.14357520664106,54.51087761640283,20.63269759023823
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,DEU,SocialValue_High,64.736481239021,45.32838022480862,19.408101014212384
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,DEU,Age_Young,73.9074790565083,58.589593107024676,15.317885949483617
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,DEU,Fitness_Fit,57.12210350834395,60.070642018662646,2.9485385103186985
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,DEU,Gender_Female,54.73683229587576,53.110622668632814,1.6262096272429432
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ARG,SocialValue_High,68.53593047136175,43.64107431599561,24.894856155366142
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ARG,Age_Young,75.14002897670564,52.6404264995013,22.499602477204334
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ARG,Utilitarianism_More,74.99986128876151,61.35728602525396,13.642575263507545
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ARG,Gender_Female,57.032990046600695,49.61834929472451,7.414640751876185
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ARG,Species_Humans,69.52456706948846,62.326806318266726,7.197760751221729
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ARG,Fitness_Fit,58.04538742118584,58.296986636632006,0.2515992154461628
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BRA,Age_Young,73.59076653683455,49.71491577369831,23.875850763136242
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BRA,SocialValue_High,66.3433860656688,42.49052553379853,23.852860531870263
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BRA,Utilitarianism_More,73.71591025897145,52.18119716810532,21.534713090866127
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BRA,Gender_Female,57.3001550421383,49.471065963892805,7.829089078245495
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BRA,Fitness_Fit,54.40535066898907,58.67595912396567,4.270608454976596
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BRA,Species_Humans,66.6061873644301,64.41788456033017,2.1883028040999335
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MEX,SocialValue_High,69.57387786903246,43.92680524217572,25.64707262685674
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MEX,Age_Young,75.21584517573521,52.87101752940225,22.34482764633296
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MEX,Utilitarianism_More,74.8079603277905,61.70529602872599,13.102664299064507
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MEX,Species_Humans,73.51089928332725,62.435815615201996,11.075083668125252
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MEX,Gender_Female,57.00669423286785,49.91165083511933,7.095043397748519
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MEX,Fitness_Fit,58.8650744273124,58.75562893870554,0.10944548860685899
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,COL,SocialValue_High,72.74717296106235,44.09323666660027,28.653936294462078
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,COL,Age_Young,76.29284986160825,52.59588975570944,23.696960105898803
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,COL,Utilitarianism_More,75.80338277866436,59.3130526929557,16.490330085708656
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,COL,Gender_Female,57.815395500653246,49.850723273007176,7.964672227646069
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,COL,Species_Humans,66.6784983800857,61.82279096579909,4.855707414286606
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,COL,Fitness_Fit,59.9335818193818,59.01239344985822,0.921188369523577
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,VNM,SocialValue_High,68.98151465777724,44.617690689104116,24.363823968673124
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,VNM,Species_Humans,77.72253006105205,53.47419393306575,24.248336127986306
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,VNM,Age_Young,72.72528264808984,49.723562499506016,23.00172014858383
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,VNM,Utilitarianism_More,73.6205203750259,53.4091924557928,20.211327919233106
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,VNM,Gender_Female,56.824729929568896,48.60372887162036,8.221001057948534
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,VNM,Fitness_Fit,57.972196212438355,56.53230554488701,1.4398906675513459
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MMR,Utilitarianism_More,78.70192179745325,56.17661620218881,22.52530559526444
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MMR,SocialValue_High,64.46905071498131,47.85658266510605,16.612468049875254
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MMR,Age_Young,75.90055057126965,66.52523704939412,9.375313521875526
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MMR,Species_Humans,71.5585123070076,76.82720516810039,5.268692861092788
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MMR,Fitness_Fit,52.62920706981218,49.68391411273205,2.9452929570801345
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MMR,Gender_Female,53.994610055520134,51.34616130427558,2.648448751244551
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,THA,SocialValue_High,65.11693381725195,47.24603492567992,17.870898891572025
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,THA,Utilitarianism_More,70.33858535076145,59.14903397167481,11.189551379086637
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,THA,Fitness_Fit,55.1734060221043,49.380288288371,5.793117733733304
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,THA,Gender_Female,54.565330615331675,51.320671445969815,3.24465916936186
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,THA,Age_Young,68.14230782023834,67.01388223576775,1.128425584470591
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,THA,Species_Humans,79.6882802566394,79.483133914875,0.20514634176440438
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MYS,SocialValue_High,67.444669761838,46.7187943334729,20.7258754283651
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MYS,Utilitarianism_More,72.03272065196305,58.8627179130488,13.170002738914249
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MYS,Fitness_Fit,57.33023804891545,49.17389412686554,8.156343922049906
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MYS,Age_Young,69.49234891789176,61.765076110645126,7.727272807246635
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MYS,Gender_Female,54.97291628908083,50.42815076190351,4.544765527177319
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,MYS,Species_Humans,76.63382757939941,77.37004631904148,0.7362187396420694
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IDN,SocialValue_High,68.98634336360439,43.920247644666404,25.066095718937987
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IDN,Age_Young,70.10005020795765,50.87939843369017,19.22065177426748
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IDN,Utilitarianism_More,72.82627022571894,55.18968926236928,17.636580963349665
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IDN,Species_Humans,77.39678982646019,60.39456172970509,17.002228096755104
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IDN,Gender_Female,55.103216683793356,50.94353388097688,4.1596828028164765
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IDN,Fitness_Fit,57.976534031519144,56.07602873049875,1.9005053010203952
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,CHN,SocialValue_High,66.7318304360344,37.8759450044568,28.855885431577597
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,CHN,Species_Humans,82.96620500219134,67.46884556221431,15.497359439977032
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,CHN,Age_Young,67.68699640349796,57.6336646696481,10.05333173384986
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,CHN,Fitness_Fit,56.5775251415192,63.665785381121765,7.088260239602562
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,CHN,Gender_Female,55.19476030733905,48.92691013683424,6.267850170504815
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,CHN,Utilitarianism_More,71.1492370495804,69.91144295975246,1.2377940898279434
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,JPN,Species_Humans,79.82474186208034,58.77871638214135,21.046025479938997
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,JPN,SocialValue_High,65.91141816927926,46.760728262245564,19.150689907033694
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,JPN,Utilitarianism_More,68.6827924803426,53.81612995979322,14.866662520549376
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,JPN,Age_Young,70.0032045118601,55.3322996999745,14.670904811885606
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,JPN,Gender_Female,54.73972407640619,50.310789685884885,4.428934390521306
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,JPN,Fitness_Fit,56.22273648607725,54.77328389428191,1.4494525917953425
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BGD,SocialValue_High,68.12580226190916,47.12846455293997,20.99733770896919
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BGD,Utilitarianism_More,74.9796003677214,58.22111111298833,16.75848925473307
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BGD,Fitness_Fit,58.6196906046643,50.64704384720956,7.97264675745474
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BGD,Age_Young,70.8140838285483,66.25456429316205,4.559519535386258
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BGD,Gender_Female,53.81364998881969,52.5186335205411,1.2950164682785896
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BGD,Species_Humans,78.49948032782386,78.06314213616147,0.4363381916623865
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IRN,Species_Humans,83.9572947459965,53.871968466167154,30.085326279829353
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IRN,Age_Young,73.69996202088089,49.78274321339565,23.91721880748524
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IRN,SocialValue_High,67.363393075873,46.52913083571139,20.834262240161614
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IRN,Utilitarianism_More,74.0267150052337,58.20290717053499,15.823807834698705
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IRN,Fitness_Fit,56.422118383222696,52.796038274060805,3.62608010916189
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,IRN,Gender_Female,52.54255343955857,51.36758641386771,1.1749670256908544
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,SRB,SocialValue_High,67.31604226801309,46.00633575248977,21.309706515523324
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,SRB,Utilitarianism_More,75.58582762780786,60.78145237564663,14.804375252161229
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,SRB,Fitness_Fit,60.422362421319,49.11329657411406,11.309065847204941
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,SRB,Age_Young,75.97555870305655,65.64462468911807,10.330934013938474
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,SRB,Gender_Female,53.99496073582372,50.70083737957678,3.294123356246935
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,SRB,Species_Humans,77.7244379853691,77.22549686795207,0.49894111741701863
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ROU,SocialValue_High,67.56252988459444,43.73814688113794,23.824383003456497
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ROU,Utilitarianism_More,74.02038880297435,60.05391902073551,13.966469782238839
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ROU,Fitness_Fit,59.62416896018134,47.44837637860886,12.17579258157248
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ROU,Age_Young,74.9421627666497,63.11521065619928,11.82695211045042
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ROU,Species_Humans,80.13649675536661,74.80502688188517,5.3314698734814385
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ROU,Gender_Female,54.0318142494709,50.598369180156,3.4334450693148995
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,KGZ,SocialValue_High,68.66133769559394,49.7851696553281,18.876168040265846
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,KGZ,Utilitarianism_More,72.9656374470638,61.15860996625542,11.80702748080838
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,KGZ,Age_Young,73.95888506480075,65.49885819563038,8.460026869170377
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,KGZ,Fitness_Fit,55.75518143530385,50.28629438290846,5.468887052395388
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,KGZ,Gender_Female,55.4278530395337,51.03477281808192,4.393080221451783
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,KGZ,Species_Humans,78.7470327503007,76.64477042530186,2.102262324998847
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ETH,Utilitarianism_More,79.99047150109779,56.37244207403297,23.61802942706482
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ETH,SocialValue_High,69.93568901292639,46.34587884955913,23.58981016336726
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ETH,Species_Humans,93.87502207521955,74.3861955596769,19.48882651554264
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ETH,Fitness_Fit,66.27827583906945,47.8113279727147,18.46694786635475
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ETH,Gender_Female,59.96131801065945,51.077634459997846,8.883683550661601
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ETH,Age_Young,61.56366203783799,62.52385102102901,0.9601889831910171
