scenario_id,country,dimension,persona_variance,correction_magnitude,reliability_weight
scen_0058,USA,Age,0.5390625,0.026242803438671324,0.9840638634815799
scen_0059,USA,Age,0.3623046875,0.08760245413467556,0.99720897745563
scen_0060,USA,Age,0.0400390625,0.01182755671064298,0.9988720630460909
scen_0061,USA,Age,0.153076171875,0.0019758218908055496,0.9457719788480472
scen_0062,USA,Gender,0.00933837890625,0.003740829132149198,0.99777803586401
scen_0063,USA,Gender,0.0128631591796875,0.007891453107446458,0.9999294609700007
scen_0064,USA,Gender,0.0204315185546875,0.007529239178699273,0.9853394301387748
scen_0065,USA,Fitness,0.043701171875,0.011629791528332503,0.9990030339447916
scen_0066,USA,Fitness,0.0498046875,0.010633050700094371,0.999339741942667
scen_0067,USA,Age,0.033203125,0.03808541114720521,0.9997888843021329
scen_0068,USA,SocialValue,0.061279296875,0.007393728311028628,0.9995328171730145
scen_0069,USA,Gender,0.01690673828125,0.015153664963416753,0.9991579196097571
scen_0070,USA,SocialValue,0.021484375,0.004832500630614703,0.9804518443254171
scen_0071,USA,Gender,0.00079345703125,0.0014858499046922799,0.9997551787643342
scen_0072,USA,Species,0.0543670654296875,0.0008368134793096631,0.9825868495335902
scen_0073,USA,Age,0.232421875,0.06711011577732372,0.9960870332963482
scen_0074,USA,SocialValue,0.123779296875,0.03203962348881009,0.9999737746715724
scen_0075,USA,SocialValue,0.6044921875,0.08073396523842687,0.926731592329145
scen_0076,USA,Fitness,0.055419921875,0.028371592497560518,0.9997528322511295
scen_0077,USA,SocialValue,0.0400390625,0.01094619406301606,0.9996403079417622
scen_0078,USA,Gender,0.0050048828125,0.01955523503069191,0.9894438891081366
scen_0079,USA,Gender,0.00177001953125,0.0030995948325977848,0.9987882216685571
scen_0080,USA,Age,0.0517578125,0.0028853951754786037,0.9989936781328308
scen_0081,USA,Fitness,0.018310546875,0.006302287545343319,0.9967983094288638
scen_0082,USA,Age,0.033203125,0.0052930223740380545,0.9930788302276381
scen_0083,USA,Gender,0.00732421875,0.013190342381827189,0.9961396073253549
scen_0084,USA,Gender,0.0020751953125,0.007613474450615111,0.9938352563352018
scen_0085,USA,SocialValue,0.188232421875,0.04633857293960608,0.9773664136344454
scen_0086,USA,Age,0.235107421875,0.006332182486157287,0.9272461969291372
scen_0087,USA,SocialValue,0.201904296875,0.006280119811766895,0.9300084711116975
scen_0088,USA,Gender,0.00750732421875,0.01059110974276808,0.9951904142576417
scen_0089,USA,Age,0.0400390625,0.0024879044801163143,0.9964880002991153
scen_0090,USA,Fitness,0.0791015625,0.02331017972931583,0.9933598274502492
scen_0091,USA,Species,0.012451171875,0.010241670106244237,0.9939183159706472
scen_0092,USA,Gender,0.01385498046875,0.001830247833430863,0.9861003304658092
scen_0093,USA,SocialValue,0.088623046875,0.009382711402901108,0.9561440907380911
scen_0094,USA,Utilitarianism,0.014404296875,0.0019069471578186598,0.9899308060486598
scen_0095,USA,Fitness,0.083984375,0.007805323202015589,0.9854870282875758
scen_0096,USA,SocialValue,0.055419921875,0.02266170041298303,0.9867944439794316
scen_0097,USA,Species,0.015869140625,0.019089400734806656,0.996381549936538
scen_0098,USA,Species,0.01031494140625,0.00572106960676578,0.9097673040122713
scen_0099,USA,Fitness,0.0126953125,0.006442560430012657,0.9859684852170596
scen_0100,USA,Fitness,0.090576171875,0.016363991290456823,0.9486674444206193
scen_0101,USA,SocialValue,0.240966796875,0.012263546434012526,0.9744845089229479
scen_0102,USA,SocialValue,0.0478515625,0.006798086235866243,0.9960434003683368
scen_0103,USA,Fitness,0.020263671875,0.007729592179401183,0.9897078998961767
scen_0104,USA,SocialValue,0.043701171875,0.011325986027876985,0.9822629874193861
scen_0105,USA,Species,0.0153045654296875,0.001417230645615327,0.9970751404926759
scen_0106,USA,SocialValue,0.0341796875,0.02047891781241297,0.9978274923143339
scen_0107,USA,Gender,0.0126190185546875,0.018633559398208082,0.9993338013015497
scen_0108,USA,Fitness,0.041748046875,0.006407333308332637,0.9896838257255469
scen_0109,USA,SocialValue,0.078125,0.007700085862507071,0.9964045911024131
scen_0110,USA,Gender,0.01190185546875,0.005573026649692866,0.9959339244272232
scen_0111,USA,SocialValue,0.102294921875,0.003270988027954273,0.9996781971897961
scen_0112,USA,SocialValue,0.0576171875,0.00402585126165014,0.9992590326293224
scen_0113,USA,Age,0.500732421875,0.07575087026361843,0.943250174839013
scen_0114,USA,Gender,0.00616455078125,3.753220698097495e-05,0.9881059306729821
scen_0115,USA,Fitness,0.1337890625,0.01746239963659605,0.995530932929218
scen_0116,USA,Gender,0.0186767578125,0.025614437618792524,0.9998928959185043
scen_0117,USA,Species,0.0128173828125,0.008437222266377706,0.9991346242208975
scen_0118,USA,Fitness,0.031982421875,0.0037509223573518693,0.99142412734305
scen_0119,USA,SocialValue,0.106201171875,0.009111238308781156,0.9701790441832603
scen_0120,USA,Gender,0.0056610107421875,0.008419807805677101,0.9748115145653944
scen_0121,USA,Gender,0.00469970703125,0.002138865321852339,0.9880008277013568
scen_0122,USA,SocialValue,0.276123046875,0.0280106239888589,0.9871909644917799
scen_0123,USA,Fitness,0.026123046875,0.018272340842268083,0.9496037602378387
scen_0124,USA,Gender,0.0063934326171875,0.007086154706026579,0.9859802552822822
scen_0125,USA,Gender,0.0068817138671875,0.022837682143766865,0.989182765479054
scen_0126,USA,Fitness,0.04296875,0.01092745188097574,0.9946012418252074
scen_0127,USA,Age,0.004638671875,0.012766601908102049,0.9989557498319804
scen_0128,USA,Utilitarianism,0.0205078125,0.0048176214144537155,0.9921998617634272
scen_0129,USA,Utilitarianism,0.024169921875,0.007385293609095282,0.9995647023610589
scen_0130,USA,Age,0.080810546875,0.017205008514919563,0.9909046423084009
scen_0131,USA,Age,0.574951171875,0.030034572715825353,0.8065075863932851
scen_0132,USA,Age,0.164794921875,0.0348645724642368,0.9964637735631487
scen_0133,USA,Utilitarianism,0.0283203125,0.006504011979274777,0.9983510660159766
scen_0134,USA,Gender,0.0073699951171875,0.015752604598327388,0.9993393599020712
scen_0135,USA,SocialValue,0.018310546875,0.0207545897859497,0.9940510613267732
scen_0136,USA,Fitness,0.0283203125,0.01813816284653077,0.9999988734100582
scen_0137,USA,Age,0.012451171875,0.00526791656049814,0.9888086240710691
scen_0138,USA,Gender,0.01336669921875,0.003640187708302037,0.9993652150216413
scen_0139,USA,Gender,0.00506591796875,0.002962224329826422,0.9963892051570857
scen_0140,USA,Age,0.074951171875,0.022279559161456568,0.9969459416982581
scen_0141,USA,Gender,0.00567626953125,0.00720922149081329,0.9997103393945297
scen_0142,USA,Fitness,0.098388671875,0.012133836590924138,0.9988309311622188
scen_0143,USA,Fitness,0.16015625,0.003405655593841219,0.9981534283636824
scen_0144,USA,Fitness,0.0126953125,0.007896428410524204,0.9957992148917945
scen_0145,USA,Age,0.293701171875,0.02997345194903305,0.9898440229160368
scen_0146,USA,Fitness,0.1669921875,0.005631572964965843,0.8824849085768598
scen_0147,USA,Species,0.0079803466796875,0.013171899392178813,0.9997654040092756
scen_0148,USA,Gender,0.01055908203125,4.2232467924698275e-05,0.9859921972013441
scen_0149,USA,Age,0.322998046875,0.009927985163126919,0.9740574840315207
scen_0150,USA,Age,0.099609375,0.020508070441880584,0.9830508503451342
scen_0151,USA,Gender,0.0059814453125,0.0033943373097774687,0.9900773862300424
scen_0152,USA,Age,0.330078125,0.026253237997151728,0.8092776237949019
scen_0153,USA,Fitness,0.060546875,0.00045666292099160404,0.983412007682759
scen_0154,USA,Gender,0.0155487060546875,0.005104467441693998,0.9632739060763906
scen_0155,USA,SocialValue,0.002685546875,0.00017577468719186056,0.9996180433291243
scen_0156,USA,SocialValue,0.012451171875,0.009504435289413067,0.9983836735857321
scen_0157,USA,SocialValue,0.084716796875,0.01878544184189558,0.994968930049349
scen_0158,USA,Fitness,0.0498046875,0.0022406359973218895,0.9944235501862746
scen_0159,USA,Gender,0.0023651123046875,0.015641990459298327,0.9843147113403949
scen_0160,USA,Utilitarianism,0.001953125,0.007768566740806718,0.973638774007423
scen_0161,USA,Gender,0.0067138671875,0.007765845700157737,0.9895139489369521
scen_0162,USA,Gender,0.0154266357421875,0.013520618235604284,0.9928669094959753
scen_0163,USA,Fitness,0.010498046875,0.0016381383086482447,0.87065430357671
scen_0164,USA,Age,0.170654296875,0.01971746430619596,0.9959415997515327
scen_0165,USA,SocialValue,0.287841796875,0.005607793288031423,0.9619686749380177
scen_0166,USA,Age,0.006591796875,0.005914681756839622,0.9965904140023435
scen_0167,USA,SocialValue,0.030029296875,0.021757428996952127,0.9973763534052082
scen_0168,USA,Age,0.2451171875,0.05505316749787799,0.9687206915044451
scen_0169,USA,Gender,0.00341796875,0.0018726400718746357,0.9874659412515294
scen_0170,USA,Species,0.02215576171875,0.004279562892636774,0.9316292322934273
scen_0171,USA,SocialValue,0.072265625,0.015452527505564046,0.9989290709795775
scen_0172,USA,SocialValue,0.037841796875,0.017600226935424595,0.9987664930280139
scen_0173,USA,Age,0.041748046875,0.020262801166911298,0.995098153378303
scen_0174,USA,Gender,0.0039520263671875,0.00892495176603011,0.9930054820576162
scen_0175,USA,Fitness,0.031982421875,0.004122590636186827,0.992961600122155
scen_0176,USA,Gender,0.0085906982421875,0.0032466331362184407,0.9981811309999687
scen_0177,USA,Age,0.181640625,0.015836525014990725,0.9764558478256752
scen_0178,USA,SocialValue,0.246826171875,0.018429047444026066,0.9990690428218023
scen_0179,USA,SocialValue,0.0390625,0.012814071789671078,0.9994140232802129
scen_0180,USA,Age,0.1767578125,0.011154246009780999,0.9855115507935909
scen_0181,USA,Age,0.001953125,0.008671108017118984,0.9938820855988257
scen_0182,USA,Fitness,0.0166015625,0.02699807291286435,0.9976570240445676
scen_0183,USA,SocialValue,0.096435546875,0.016022288702384584,0.9637261641650063
scen_0184,USA,SocialValue,0.130859375,0.00846624963995094,0.9983243506219855
scen_0185,USA,Age,0.1455078125,0.006923089220605147,0.967619047844632
scen_0186,USA,Gender,0.000244140625,0.022801289803789062,0.979688529538878
scen_0187,USA,SocialValue,0.338623046875,0.06728524880602019,0.995604519371399
scen_0188,USA,Utilitarianism,0.00390625,0.023753266930441032,0.9834933939752778
scen_0189,USA,Gender,0.01190185546875,0.0027733534521124144,0.9986297879988594
scen_0190,USA,Age,0.281982421875,0.02105153702272465,0.97580331009326
scen_0191,USA,Species,0.0099334716796875,0.0172093596651128,0.9974904712938364
scen_0192,USA,Fitness,0.0419921875,0.014871325358642388,0.9953746898414785
scen_0193,USA,Fitness,0.01953125,0.014840555600950656,0.9958335242343911
scen_0194,USA,Gender,0.00457763671875,0.008431895583646744,0.9999738724933316
scen_0195,USA,Age,0.295654296875,0.01679211846802476,0.7512895147511149
scen_0196,USA,Fitness,0.02996826171875,0.005927551329045731,0.9964404549057531
scen_0197,USA,Gender,0.02081298828125,0.013422774125641683,0.9824254166952138
scen_0198,USA,Age,0.030029296875,0.004565977589560154,0.9945249100994749
scen_0199,USA,SocialValue,0.154296875,0.012532065882755346,0.9832350420842789
scen_0200,USA,SocialValue,0.0166015625,0.01655571681952946,0.9998692030582245
scen_0201,USA,SocialValue,0.0576171875,0.005054590586432629,0.99979689162756
scen_0202,USA,Gender,0.0208740234375,0.023842253379895404,0.9846532653887332
scen_0203,USA,Fitness,0.1025390625,0.032098321803655426,0.9997013714797631
scen_0204,USA,Age,0.1416015625,0.017430179751255284,0.8474319688472677
scen_0205,USA,Fitness,0.017578125,0.007056886080535243,0.9996692822271203
scen_0206,USA,Species,0.0190887451171875,0.020210053055941476,0.9954144868543765
scen_0207,USA,Utilitarianism,0.0400390625,0.027565010446568155,0.9985042728831374
scen_0208,USA,Age,0.004638671875,0.002845112208797247,0.9989566983879159
scen_0209,USA,Utilitarianism,0.018310546875,0.011462340072291757,0.9347429067666738
scen_0210,USA,SocialValue,0.072998046875,0.024337742463439668,0.9997017237569528
scen_0211,USA,Fitness,0.1123046875,0.015924063366716746,0.8919347902293477
scen_0212,USA,Species,0.01727294921875,0.021648405378826705,0.9899920403077319
scen_0213,USA,Gender,0.00616455078125,0.019013464255031427,0.9968323555056944
scen_0214,USA,SocialValue,0.131591796875,0.01276807944334776,0.9961027517828491
scen_0215,USA,Age,0.2734375,0.016848624188697772,0.9961824338715245
scen_0216,USA,Gender,0.0298309326171875,0.013999682746583832,0.9974511647349682
scen_0217,USA,Age,0.364013671875,0.03505148777663635,0.991878551687643
scen_0218,USA,Fitness,0.016357421875,0.016049552473172985,0.9898449719883647
scen_0219,USA,Gender,0.00457763671875,0.004174065059011009,0.9980128738888705
scen_0220,USA,SocialValue,0.0634765625,0.02143700061843771,0.9963911203528442
scen_0221,USA,Age,0.396484375,0.03630479681546508,0.9345440895205326
scen_0222,USA,Gender,0.010009765625,0.000232246787193761,0.996109755257977
scen_0223,USA,Gender,0.0111541748046875,0.0174198259016873,0.9712269906205893
scen_0224,USA,Utilitarianism,0.0546875,0.024589507499414503,0.9323640223823769
scen_0225,USA,Species,0.0104217529296875,0.011956187216872378,0.988909274705266
scen_0226,USA,SocialValue,0.078857421875,0.009155026148828325,0.9889854361371765
scen_0227,USA,Fitness,0.000732421875,0.020938489634029517,0.9778327513005036
scen_0228,USA,SocialValue,0.080078125,0.022675052645626553,0.9931308459754369
scen_0229,USA,SocialValue,0.052734375,0.011717125335392977,0.9493322470847408
scen_0230,USA,Fitness,0.006591796875,0.012186217896728888,0.9538981199825781
scen_0231,USA,Gender,0.0118865966796875,0.00848288925124254,0.9971902235685138
scen_0232,USA,SocialValue,0.01141357421875,0.006727561342581838,0.9996301012609448
scen_0233,USA,Gender,0.00299072265625,0.0188813132643986,0.9937721887356479
scen_0234,USA,Fitness,0.0556640625,0.0009952195798765312,0.9963619357448309
scen_0235,USA,Age,0.059326171875,0.023768656568338487,0.9982987082879102
scen_0236,USA,Gender,0.0063934326171875,0.004905115720263137,0.9974715628281154
scen_0237,USA,SocialValue,0.049560546875,0.021806555857690074,0.9931225939458692
scen_0238,USA,Fitness,0.0439453125,0.007850581436696428,0.9743809949588051
scen_0239,USA,Gender,0.0099334716796875,0.008975489214546925,0.9937930879985092
scen_0240,USA,SocialValue,0.064453125,0.016042654033204203,0.9981583377182203
scen_0241,USA,Fitness,0.0869140625,0.013391702717328174,0.9101173305331516
scen_0242,USA,Age,0.059326171875,0.02440688908001994,0.9989746582567747
scen_0243,USA,Age,0.061279296875,0.0013714643581666276,0.9815145314332379
scen_0244,USA,SocialValue,0.219482421875,0.0034441192482377175,0.9090440640739851
scen_0245,USA,Fitness,0.0625,0.000908710077884495,0.9977303215573045
scen_0246,USA,Utilitarianism,0.01953125,0.01062653066327423,0.9986777031359817
scen_0247,USA,Fitness,0.063232421875,0.0019208125634819194,0.9886613319261812
scen_0248,USA,Age,0.3359375,0.09332762178698596,0.9623229752580392
scen_0249,USA,Species,0.030517578125,0.021152846085497626,0.9988061719965913
scen_0250,USA,SocialValue,0.1015625,0.00013061449308736004,0.9995153311118248
scen_0251,USA,SocialValue,0.0791015625,0.013341251694155561,0.9983456404171055
scen_0252,USA,Fitness,0.0107421875,0.015786944164182373,0.9961330351260879
scen_0253,USA,Age,0.237060546875,0.03540816428904177,0.9893573974356119
scen_0254,USA,Fitness,0.0234375,0.004385713730112754,0.9811536095380684
scen_0255,USA,Age,0.002685546875,0.012634525898588921,0.9977595917508182
scen_0256,USA,Gender,0.0037841796875,0.007871392095686325,0.9975896238412792
scen_0257,USA,SocialValue,0.2275390625,0.01301186164316365,0.8709441313898699
scen_0258,USA,Age,0.010498046875,0.009795112279532326,0.9892765318025109
scen_0259,USA,Age,0.2919921875,0.062177279040481336,0.7823964842460919
scen_0260,USA,Gender,0.0124969482421875,0.007447723288976563,0.9963400033823737
scen_0261,USA,SocialValue,0.19921875,0.021411683315960266,0.8192417303924837
scen_0262,USA,Species,0.00457763671875,0.004872294734506234,0.999957067505889
scen_0263,USA,SocialValue,0.055419921875,0.014556110463170414,0.9999726549718889
scen_0264,USA,SocialValue,0.360107421875,0.016761530175183628,0.9365102644318831
scen_0265,USA,Age,0.002685546875,0.004015120122918625,0.9991055816231486
scen_0266,USA,SocialValue,0.0390625,0.0008268941492391649,0.9745999986377645
scen_0267,USA,Fitness,0.041748046875,0.015893638776311253,0.9990516953652961
scen_0268,USA,SocialValue,0.235107421875,0.013478039095108625,0.9756226233787157
scen_0269,USA,SocialValue,0.155029296875,0.028780311465955683,0.9912578840809634
scen_0270,USA,Fitness,0.0087890625,0.006343095720439638,0.9851813265648441
scen_0271,USA,Fitness,0.031982421875,0.008961229553377472,0.9918248515054371
scen_0272,USA,Species,0.00592041015625,0.015866470527243597,0.9888628024846973
scen_0273,USA,SocialValue,0.0439453125,0.013351847645632136,0.9939835527148834
scen_0274,USA,Fitness,0.028076171875,0.01251256417015509,0.9644137566836024
scen_0275,USA,Gender,0.0167694091796875,0.0009000049983331318,0.9992882519735107
scen_0276,USA,Utilitarianism,0.033935546875,0.00846857741647961,0.9982481395350472
scen_0277,USA,Gender,0.00164794921875,0.0023504656628438986,0.9854042755255845
scen_0278,USA,Utilitarianism,0.006591796875,0.011852463144606149,0.9994717668658988
scen_0279,USA,Fitness,0.044921875,0.010030935414321387,0.973547299685154
scen_0280,USA,SocialValue,0.0322265625,0.004071814888833269,0.9997212505179026
scen_0281,USA,SocialValue,0.026123046875,0.01799949734444852,0.9943649420848367
scen_0282,USA,Age,0.006591796875,0.002724997947046737,0.9998861236018179
scen_0283,USA,Age,0.6064453125,0.04103499746551026,0.9119560912032064
scen_0284,USA,Utilitarianism,0.0400390625,0.0029480727817671904,0.939275991087386
scen_0285,USA,Age,0.207763671875,0.027162720230090674,0.9737550541450756
scen_0286,USA,Gender,0.0009002685546875,0.00946276753720585,0.9986992352306602
scen_0287,USA,SocialValue,0.248046875,0.040409014884070185,0.9997428882424323
scen_0288,USA,SocialValue,0.043701171875,0.00040625697998853793,0.9781112270489828
scen_0289,USA,Fitness,0.067138671875,0.017568634725830198,0.9992019223068855
scen_0290,USA,Fitness,0.1484375,0.013692814104489666,0.9416604215453301
scen_0291,USA,SocialValue,0.223388671875,0.012867054546294717,0.9692049623199743
scen_0292,USA,Gender,0.0181121826171875,0.008796383942289857,0.9514659823127526
scen_0293,USA,Fitness,0.0205078125,0.00420234638834364,0.9685620277996119
scen_0294,USA,Age,0.281982421875,0.027980119586821034,0.9536091675988176
scen_0295,USA,Utilitarianism,0.018310546875,0.016086683357871678,0.9838003750158775
scen_0296,USA,Fitness,0.014404296875,0.0001930321668472579,0.9994693760088681
scen_0297,USA,Gender,0.0126190185546875,0.005627052567827197,0.988839461773728
scen_0298,USA,Gender,0.004150390625,0.0057951385898365165,0.9999725486536972
scen_0299,USA,Gender,0.00885009765625,0.01220825736819234,0.9869877532805187
scen_0300,USA,SocialValue,0.224609375,0.003077104273228723,0.9957764254280449
scen_0301,USA,SocialValue,0.041748046875,0.006845646473381432,0.9975778931192605
scen_0302,USA,Age,0.229248046875,0.045834958783083024,0.9875334836292959
scen_0303,USA,Gender,0.0057373046875,0.008814764661251109,0.9927912133381885
scen_0304,USA,Utilitarianism,0.014404296875,0.0004715622338118087,0.9809654217629886
scen_0305,USA,SocialValue,0.219482421875,0.043903682087636425,0.9999498486388914
scen_0306,USA,Age,0.2626953125,0.017708718735536005,0.8566664635881639
scen_0307,USA,SocialValue,0.028076171875,0.011984964568925581,0.9969477992684258
scen_0308,USA,Gender,0.0238494873046875,0.00011819554046168586,0.9820172878504465
scen_0309,USA,Fitness,0.004638671875,0.009963695569778615,0.9800223395186566
scen_0310,USA,Gender,0.0323944091796875,0.014144525216358624,0.998801266663508
scen_0001,JPN,Fitness,0.04736328125,0.0010571207727323904,0.9999817519336183
scen_0002,JPN,Species,0.0009002685546875,0.015688305278285554,0.9964516501589104
scen_0003,JPN,SocialValue,0.09149169921875,0.002801464634618421,0.9807035573053061
scen_0004,JPN,SocialValue,0.00927734375,0.003566275855710604,0.9990504686394984
scen_0005,JPN,SocialValue,0.004150390625,0.009840748463528051,0.969849695358034
scen_0006,JPN,SocialValue,0.01824951171875,0.010307709483047243,0.986894633571293
scen_0007,JPN,SocialValue,0.008056640625,0.012536446523616546,0.9936295150048331
scen_0008,JPN,Age,0.06591796875,0.008352667497123756,0.9804201936709224
scen_0009,JPN,Fitness,0.01531982421875,0.002078079424539459,0.9974102984332917
scen_0010,JPN,SocialValue,0.10858154296875,0.002231398633005012,0.9996704010261908
scen_0011,JPN,SocialValue,0.06658935546875,0.03973971181238997,0.9996522117650306
scen_0012,JPN,Gender,0.0077362060546875,0.008768734995918601,0.9912640483118668
scen_0013,JPN,Utilitarianism,0.02215576171875,0.02989925293401558,0.9990360179116303
scen_0014,JPN,Utilitarianism,0.01318359375,0.011768439919189293,0.9971187177923647
scen_0015,JPN,Fitness,0.02557373046875,0.010696679411745307,0.9900961534630489
scen_0016,JPN,Utilitarianism,0.02069091796875,0.010577916281878343,0.9921420684568176
scen_0017,JPN,Species,0.0085906982421875,0.0017962144707861737,0.9999989187678797
scen_0018,JPN,Gender,0.00445556640625,0.005581211235924289,0.9995143067039868
scen_0019,JPN,Gender,0.0162811279296875,0.005958970091181554,0.9986372074202257
scen_0020,JPN,Gender,0.02813720703125,0.021146831838146803,0.9905411763564503
scen_0021,JPN,SocialValue,0.03533935546875,0.017429470329666522,0.9840622267455165
scen_0022,JPN,Gender,0.0081024169921875,0.007639892890181662,0.9256054290904961
scen_0023,JPN,Gender,0.0040283203125,0.002114578278192586,0.9839330596927816
scen_0024,JPN,Age,0.07684326171875,0.005270945471425899,0.9999842050060012
scen_0025,JPN,SocialValue,0.07147216796875,0.0188493717572233,0.9831396679199723
scen_0026,JPN,Age,0.008056640625,0.003159468916187033,0.9544316804550184
scen_0027,JPN,Gender,0.00341796875,0.006484600632283377,0.9965461043443478
scen_0028,JPN,SocialValue,0.05633544921875,0.015206103623307066,0.9540389321684438
scen_0029,JPN,Fitness,0.00732421875,0.020674238009604735,0.9997822441657226
scen_0030,JPN,Fitness,0.02801513671875,0.005549701026382733,0.9272440750875113
scen_0031,JPN,Gender,0.0059814453125,0.004303135807812145,0.9990643652114187
scen_0032,JPN,Species,0.0019989013671875,0.015454525134897675,0.9880648659903195
scen_0033,JPN,SocialValue,0.048095703125,0.02332288182903638,0.9996728138472185
scen_0034,JPN,Fitness,0.05242919921875,0.009735603217070224,0.9436030148140634
scen_0035,JPN,SocialValue,0.052001953125,0.001637052623507465,0.946434885631755
scen_0036,JPN,Gender,0.0013427734375,0.012922590880266803,0.9961613742171729
scen_0037,JPN,SocialValue,0.05877685546875,0.0012072132407280754,0.9999719171973892
scen_0038,JPN,Species,0.0050506591796875,0.0044142325885985455,0.9168026923801771
scen_0039,JPN,Age,0.377685546875,0.007554529216217489,0.8601119153100057
scen_0040,JPN,Gender,0.0037078857421875,0.010758015682290964,0.9998786764416442
scen_0041,JPN,SocialValue,0.02313232421875,0.013522831755171905,0.9817035072531582
scen_0042,JPN,SocialValue,0.05389404296875,0.00532148343606586,0.9993523869111728
scen_0043,JPN,Age,0.01806640625,0.01491283219549255,0.998344490459795
scen_0044,JPN,Fitness,0.03338623046875,0.004716604344492852,0.9999603823749085
scen_0045,JPN,Utilitarianism,0.029541015625,0.04404404478686664,0.9953479851475457
