country,noise_sigma,noise_seed,van_mis,raw_mis,safe_mis,oracle_c_mis,oracle_d_mis,hybrid_mis,van_r,raw_r,safe_r,oracle_c_r,oracle_d_r,hybrid_r,van_jsd,raw_jsd,safe_jsd,oracle_c_jsd,oracle_d_jsd,hybrid_jsd,d_mis_safe,d_mis_oracle_c,d_mis_oracle_d,d_mis_hybrid,mean_alpha,safe_fallback,oracle_source,hybrid_source,n_dim_picked_safe,n_dim_total,n_scenarios
MYS,0.0,42,0.2963480842433997,0.2127838162215936,0.2993451719505964,0.2963480842433997,0.293742308248714,0.2127838162215936,0.6582376298150802,0.5177144534356102,0.6629699616573941,0.6582376298150802,0.66342627229112,0.5177144534356102,0.0784402947670322,0.0474105805494407,0.0794456128890867,0.0784402947670322,0.0778309197540484,0.0474105805494407,-0.0029970877071966,0.0,0.0026057759946856,0.0835642680218061,0.1756421412436218,False,vanilla_fallback,raw_swa_dpbr,2,6,310
IDN,0.0,42,0.2595545208494038,0.3188021611563322,0.2577413873863448,0.2577413873863448,0.2562806742555235,0.2562806742555235,0.6587079341702365,0.3735053199242276,0.6663457950816637,0.6663457950816637,0.6665491464307636,0.6665491464307636,0.0685097898193976,0.0787431570539936,0.0677788996912137,0.0677788996912137,0.0675608996425566,0.0675608996425566,0.001813133463059,0.001813133463059,0.0032738465938803,0.0032738465938803,0.1831574500597805,False,safe_blend,safe_oracle_dimension,4,6,310
CHN,0.0,42,0.4238761291645135,0.3282986386175396,0.4255673455258905,0.4238761291645135,0.421443550749986,0.3282986386175396,0.6737259755595167,0.7459224767955848,0.6679893728448612,0.6737259755595167,0.672343797922735,0.7459224767955848,0.097326657389237,0.0761664488427579,0.0980320006567858,0.097326657389237,0.0970879632558408,0.0761664488427579,-0.0016912163613769,0.0,0.0024325784145275,0.0955774905469739,0.1389823657342032,False,vanilla_fallback,raw_swa_dpbr,2,6,310
JPN,0.0,42,0.2002786271645006,0.2011630969914797,0.1990254453929316,0.1990254453929316,0.1873715493685475,0.1873715493685475,0.872319407092514,0.6362023053304993,0.855056177231723,0.855056177231723,0.8727663274496056,0.8727663274496056,0.0478587405186417,0.054682017520637,0.0489382157237626,0.0489382157237626,0.0454664949200003,0.0454664949200003,0.0012531817715689,0.0012531817715689,0.012907077795953,0.012907077795953,0.2019600097480243,False,safe_blend,safe_oracle_dimension,4,6,310
BGD,0.0,42,0.302085073969712,0.2640417291524171,0.3023442912399535,0.302085073969712,0.2991827377297019,0.2640417291524171,0.6483224449803482,0.3981412085974791,0.642373126037657,0.6483224449803482,0.6458026304731318,0.3981412085974791,0.0781207396191825,0.0605178968634482,0.0785390852227251,0.0781207396191825,0.0775679183963426,0.0605178968634482,-0.0002592172702414,0.0,0.0029023362400101,0.0380433448172949,0.2087389416071882,False,vanilla_fallback,raw_swa_dpbr,4,6,310
IRN,0.0,42,0.370166116969759,0.4434292393471098,0.3787677550936754,0.370166116969759,0.369142404952761,0.369142404952761,0.2943466964534648,-0.2067346088842121,0.2712334545167395,0.2943466964534648,0.2922061596505952,0.2922061596505952,0.0975821492976199,0.115768156251231,0.0999946476545909,0.0975821492976199,0.0973673030471286,0.0973673030471286,-0.0086016381239164,0.0,0.001023712016998,0.001023712016998,0.1682130709883288,False,vanilla_fallback,safe_oracle_dimension,2,6,310
SRB,0.0,42,0.2950017225207699,0.252993636767138,0.2997176012321274,0.2950017225207699,0.2948094709191967,0.252993636767138,0.7032559834229329,0.6691493204181276,0.696408256935145,0.7032559834229329,0.7003497668981711,0.6691493204181276,0.0736830605526433,0.0446499051714509,0.0751816795812199,0.0736830605526433,0.0737100747457211,0.0446499051714509,-0.0047158787113574,0.0,0.0001922516015732,0.0420080857536319,0.1644471288043896,False,vanilla_fallback,raw_swa_dpbr,1,6,310
ROU,0.0,42,0.2798135910853915,0.3328799798299786,0.2926043563663617,0.2798135910853915,0.2797679599828618,0.2797679599828618,0.7478390141229173,0.483615520804458,0.7320729249703469,0.7478390141229173,0.7472807352071955,0.7472807352071955,0.0704701262540717,0.0595279591173852,0.0738110060543955,0.0704701262540717,0.0704749512874372,0.0704749512874372,-0.0127907652809701,0.0,4.5631102529641865e-05,4.5631102529641865e-05,0.1557887015592445,False,vanilla_fallback,safe_oracle_dimension,1,6,310
KGZ,0.0,42,0.2913232694227615,0.2587849162148148,0.2937107100138074,0.2913232694227615,0.2900350075987715,0.2587849162148148,0.6873103631083183,0.6496168307109214,0.6884961299074669,0.6873103631083183,0.6931291354731531,0.6496168307109214,0.0755657841226418,0.0435381030829069,0.0761936161871899,0.0755657841226418,0.0750644912590468,0.0435381030829069,-0.0023874405910458,0.0,0.00128826182399,0.0325383532079466,0.1646116426716047,False,vanilla_fallback,raw_swa_dpbr,4,6,310
ETH,0.0,42,0.3761129564771083,0.4122387850904341,0.3727470764010672,0.3727470764010672,0.3693221830474403,0.3693221830474403,0.5628161707707845,0.2918949158455811,0.5633062944437949,0.5633062944437949,0.5686583087610821,0.5686583087610821,0.0862192840777099,0.0818896409081911,0.0857409518035739,0.0857409518035739,0.0849218019137458,0.0849218019137458,0.0033658800760411,0.0033658800760411,0.0067907734296679,0.0067907734296679,0.2135966433349353,False,safe_blend,safe_oracle_dimension,4,6,310
USA,0.25,42,0.3106990954380002,0.3589271392675949,0.3126194140070906,0.3106990954380002,0.3097589712569618,0.3097589712569618,0.6594674672119957,0.6066836450042421,0.6568722759923008,0.6594674672119957,0.6595463611121974,0.6595463611121974,0.0767995082770629,0.0507260877516286,0.0773862365401898,0.0767995082770629,0.0765465355720594,0.0765465355720594,-0.0019203185690904,0.0,0.0009401241810383,0.0009401241810383,0.1255469454995128,False,vanilla_fallback,safe_oracle_dimension,2,6,310
GBR,0.25,42,0.304042974138816,0.4026379906613492,0.3084512638529482,0.304042974138816,0.3024659849064702,0.3024659849064702,0.674742694035187,0.3097762622101078,0.664531073838808,0.674742694035187,0.6738758828426293,0.6738758828426293,0.0747077672805636,0.0703867592938384,0.0759574117051341,0.0747077672805636,0.0743218308572336,0.0743218308572336,-0.0044082897141321,0.0,0.0015769892323457,0.0015769892323457,0.1240753913121146,False,vanilla_fallback,safe_oracle_dimension,3,6,310
DEU,0.25,42,0.2416884778894603,0.4562514289291717,0.2515944460383775,0.2416884778894603,0.2413491720099838,0.2413491720099838,0.5492239981760869,-0.1745561905344879,0.5230836851141912,0.5492239981760869,0.550370183969863,0.550370183969863,0.0610214189838134,0.1066969142545814,0.0633156733897583,0.0610214189838134,0.060950358366521,0.060950358366521,-0.0099059681489171,0.0,0.0003393058794765,0.0003393058794765,0.147240830726132,False,vanilla_fallback,safe_oracle_dimension,3,6,310
ARG,0.25,42,0.419096306365338,0.3969831576705845,0.42263372328632,0.419096306365338,0.4167312399832422,0.3969831576705845,0.1538474765317462,0.1700884288799096,0.1444866629253917,0.1538474765317462,0.1596477795436663,0.1700884288799096,0.1068352398727162,0.0816650518137573,0.1080243529041116,0.1068352398727162,0.1063210025349695,0.0816650518137573,-0.003537416920982,0.0,0.0023650663820958,0.0221131486947534,0.1212244314138582,False,vanilla_fallback,raw_swa_dpbr,4,6,310
BRA,0.25,42,0.5314976347704005,0.5372077205508236,0.5367962129463308,0.5314976347704005,0.5311940987956756,0.5311940987956756,-0.166625599164051,-0.2014584189088815,-0.1785078494405517,-0.166625599164051,-0.1668375835628159,-0.1668375835628159,0.1399241681499485,0.1445618818673521,0.1414733225235655,0.1399241681499485,0.1398639165156363,0.1398639165156363,-0.0052985781759303,0.0,0.0003035359747248,0.0003035359747248,0.1458721632280084,False,vanilla_fallback,safe_oracle_dimension,1,6,310
MEX,0.25,42,0.3883986574569696,0.3883165963369858,0.3892234371366512,0.3883986574569696,0.3852694005397417,0.3883165963369858,0.3213248704284389,0.3389083440735085,0.3204409989421731,0.3213248704284389,0.3280940365745047,0.3389083440735085,0.0985902430081047,0.0686076359851251,0.0991232315579832,0.0985902430081047,0.097977890949741,0.0686076359851251,-0.0008247796796815,0.0,0.0031292569172278,8.20611199837673e-05,0.1271130804469997,False,vanilla_fallback,raw_swa_dpbr,3,6,310
COL,0.25,42,0.4537506267630289,0.4232587640492277,0.4544534962513659,0.4537506267630289,0.4498400056089023,0.4232587640492277,-0.0379415669074445,-0.1199577837772719,-0.0408654961323375,-0.0379415669074445,-0.0306397707308632,-0.1199577837772719,0.1145800233844363,0.0892512844285706,0.1151038634506918,0.1145800233844363,0.1137883059942339,0.0892512844285706,-0.0007028694883369,0.0,0.0039106211541266,0.0304918627138012,0.1346958482119665,False,vanilla_fallback,raw_swa_dpbr,2,6,310
VNM,0.25,42,0.2770778665419155,0.3602018343306791,0.2808058518254774,0.2770778665419155,0.2738267540634482,0.2738267540634482,0.3241669556114497,0.1303473903642451,0.2977104788513359,0.3241669556114497,0.3343762182997389,0.3343762182997389,0.0680824002356205,0.0657354122838995,0.067339641345657,0.0680824002356205,0.0671719298670209,0.0671719298670209,-0.0037279852835618,0.0,0.0032511124784672,0.0032511124784672,0.1772737288237041,False,vanilla_fallback,safe_oracle_dimension,3,6,310
MMR,0.25,42,0.3304179387131762,0.2261973669371552,0.3270704858944913,0.3270704858944913,0.3259800783666775,0.2261973669371552,0.5239807126299139,0.6735946741170783,0.5297751887828415,0.5297751887828415,0.5307227859296638,0.6735946741170783,0.0858770220159615,0.0516735700834046,0.085109985804265,0.085109985804265,0.0847807199172741,0.0516735700834046,0.0033474528186849,0.0033474528186849,0.0044378603464987,0.104220571776021,0.1998176030136729,False,safe_blend,raw_swa_dpbr,3,6,310
THA,0.25,42,0.2571054077587221,0.2510851679730022,0.259987421353182,0.2571054077587221,0.2565645360146348,0.2510851679730022,0.7540571813113708,0.414188423431519,0.7513652483018718,0.7540571813113708,0.7547068877278784,0.414188423431519,0.0694575748012575,0.0638560065763948,0.0702574311462384,0.0694575748012575,0.0693227281654719,0.0638560065763948,-0.0028820135944598,0.0,0.0005408717440873,0.0060202397857199,0.1746066404972143,False,vanilla_fallback,raw_swa_dpbr,2,6,310
MYS,0.25,42,0.2953665009574626,0.219172786509327,0.2969874604966703,0.2953665009574626,0.2934086945317827,0.219172786509327,0.6605122480563733,0.4827913137246241,0.6642941029566908,0.6605122480563733,0.6631546834490453,0.4827913137246241,0.0781745800562591,0.0492511087834836,0.0787043369341949,0.0781745800562591,0.0777230807247836,0.0492511087834836,-0.0016209595392077,0.0,0.0019578064256798,0.0761937144481355,0.1732152144979971,False,vanilla_fallback,raw_swa_dpbr,3,6,310
IDN,0.25,42,0.2581483769798016,0.3200643079279207,0.2597123038416434,0.2581483769798016,0.2570243418232185,0.2570243418232185,0.6509893772349155,0.3724198798974716,0.6443591774229401,0.6509893772349155,0.6522230140830586,0.6522230140830586,0.0676387110640892,0.0791627600594819,0.0678228046469754,0.0676387110640892,0.0673262164773811,0.0673262164773811,-0.0015639268618418,0.0,0.0011240351565831,0.0011240351565831,0.1817974861757026,False,vanilla_fallback,safe_oracle_dimension,3,6,310
CHN,0.25,42,0.4254901802548245,0.3269613135772189,0.4267682718918533,0.4254901802548245,0.4219557584457407,0.3269613135772189,0.6710111702144939,0.7465925715119703,0.6651001354272835,0.6710111702144939,0.6704631921449822,0.7465925715119703,0.0972467559645592,0.0759679618635447,0.0977566823207843,0.0972467559645592,0.0968756706815142,0.0759679618635447,-0.0012780916370287,0.0,0.0035344218090838,0.0985288666776055,0.1430347606293223,False,vanilla_fallback,raw_swa_dpbr,2,6,310
JPN,0.25,42,0.1937773321333293,0.1984702446097528,0.1909838772229145,0.1909838772229145,0.1804458080873941,0.1804458080873941,0.8742592934363097,0.6302194750656583,0.8559988046474565,0.8559988046474565,0.8736977506375462,0.8736977506375462,0.0463491120444534,0.0540032752699688,0.047141349950964,0.047141349950964,0.0438621026825503,0.0438621026825503,0.0027934549104147,0.0027934549104147,0.0133315240459351,0.0133315240459351,0.1966448708891005,False,safe_blend,safe_oracle_dimension,4,6,310
BGD,0.25,42,0.3098827267354955,0.2688414072870165,0.3110127883011723,0.3098827267354955,0.3086047607899426,0.2688414072870165,0.6292015589242033,0.3803538079011554,0.6216200700919092,0.6292015589242033,0.6242648057165059,0.3803538079011554,0.080152579880976,0.0616473850228012,0.0807376985364516,0.080152579880976,0.0799949240732915,0.0616473850228012,-0.0011300615656767,0.0,0.0012779659455529,0.041041319448479,0.2010203033266825,False,vanilla_fallback,raw_swa_dpbr,4,6,310
IRN,0.25,42,0.3724876733124347,0.4414243491563629,0.3829905250949026,0.3724876733124347,0.371903167680711,0.371903167680711,0.2837962919668161,-0.2108631709559238,0.2522808002648276,0.2837962919668161,0.2805356690915216,0.2805356690915216,0.0982965314901684,0.1151328922367766,0.1011181027913305,0.0982965314901684,0.0981856796040219,0.0981856796040219,-0.0105028517824679,0.0,0.0005845056317236,0.0005845056317236,0.1683128233279909,False,vanilla_fallback,safe_oracle_dimension,1,6,310
SRB,0.25,42,0.2903852869927041,0.2515891489300768,0.2925327720568182,0.2903852869927041,0.2881718128551557,0.2515891489300768,0.7100555148705696,0.6881418313211201,0.7068003988489007,0.7100555148705696,0.7091576013481851,0.6881418313211201,0.0721235340568908,0.0433987302310228,0.0727080187492391,0.0721235340568908,0.0714681651755079,0.0433987302310228,-0.0021474850641141,0.0,0.0022134741375483,0.0387961380626272,0.1593874985176994,False,vanilla_fallback,raw_swa_dpbr,2,6,310
ROU,0.25,42,0.2809387264039216,0.3288131297575928,0.2907215142313015,0.2809387264039216,0.280757800252976,0.280757800252976,0.753437484565108,0.491667408452293,0.7417905527697687,0.753437484565108,0.7515606029841218,0.7515606029841218,0.0703941945612472,0.0589279356235874,0.0729008324102217,0.0703941945612472,0.0704031554355352,0.0704031554355352,-0.0097827878273799,0.0,0.0001809261509455,0.0001809261509455,0.1554353094607018,False,vanilla_fallback,safe_oracle_dimension,1,6,310
KGZ,0.25,42,0.287573447410855,0.2579894709986131,0.2908105928694923,0.287573447410855,0.2866227767110846,0.2579894709986131,0.6855473888838803,0.6542824457568749,0.6866430436455824,0.6855473888838803,0.69202036152673,0.6542824457568749,0.0746783272970956,0.0433070191511787,0.0755402328469391,0.0746783272970956,0.0742544905261039,0.0433070191511787,-0.0032371454586372,0.0,0.0009506706997703,0.0295839764122419,0.1637838743477952,False,vanilla_fallback,raw_swa_dpbr,4,6,310
ETH,0.25,42,0.3784410847258135,0.4103690365109575,0.3757939675279889,0.3757939675279889,0.3734896008811105,0.3734896008811105,0.5627025024488612,0.2959016664302831,0.5588199613054378,0.5588199613054378,0.5643610612072759,0.5643610612072759,0.0869245196993447,0.0818136640767561,0.0864251927761761,0.0864251927761761,0.0860946797429002,0.0860946797429002,0.0026471171978245,0.0026471171978245,0.0049514838447029,0.0049514838447029,0.208115902893975,False,safe_blend,safe_oracle_dimension,2,6,310
USA,0.25,123,0.312400581813073,0.3584913793232157,0.3138447576054006,0.312400581813073,0.3115317328890695,0.3115317328890695,0.6533740947575545,0.6004176345201485,0.6495336091695211,0.6533740947575545,0.6520465177533414,0.6520465177533414,0.0776837717239968,0.0511246538458886,0.0781608051676992,0.0776837717239968,0.0774915358840748,0.0774915358840748,-0.0014441757923275,0.0,0.0008688489240035,0.0008688489240035,0.1282395241589997,False,vanilla_fallback,safe_oracle_dimension,3,6,310
GBR,0.25,123,0.3079483169398943,0.4006074715235993,0.317383968500552,0.3079483169398943,0.3079003834588267,0.3079003834588267,0.6723230410047372,0.3087977695409392,0.6588443644238411,0.6723230410047372,0.6716566603534411,0.6716566603534411,0.0756691415163482,0.0697402646633622,0.0781558257098721,0.0756691415163482,0.0756773410987455,0.0756773410987455,-0.0094356515606577,0.0,4.793348106751916e-05,4.793348106751916e-05,0.1212302712244885,False,vanilla_fallback,safe_oracle_dimension,1,6,310
DEU,0.25,123,0.2421594892263723,0.4600919777513733,0.2543705101089763,0.2421594892263723,0.2415714814957392,0.2415714814957392,0.5415076685196897,-0.1881989423032053,0.5122665008138446,0.5415076685196897,0.5439078542833918,0.5439078542833918,0.061327604483223,0.108706593967001,0.0642711320901066,0.061327604483223,0.0611940797062156,0.0611940797062156,-0.012211020882604,0.0,0.000588007730633,0.000588007730633,0.1514436846817941,False,vanilla_fallback,safe_oracle_dimension,2,6,310
ARG,0.25,123,0.4090905172485332,0.3954820298703638,0.4116361289013261,0.4090905172485332,0.4073474909400335,0.3954820298703638,0.1859219591373552,0.1905858280922404,0.1867745711761056,0.1859219591373552,0.1955112895004991,0.1905858280922404,0.1044159583279048,0.0810786783588719,0.1053192258878757,0.1044159583279048,0.1040475378934138,0.0810786783588719,-0.0025456116527929,0.0,0.0017430263084997,0.0136084873781694,0.1238979752799497,False,vanilla_fallback,raw_swa_dpbr,2,6,310
BRA,0.25,123,0.5281621746817352,0.5370023983961719,0.5315139616098552,0.5281621746817352,0.5280490998307289,0.5280490998307289,-0.1496669770613668,-0.1875597648124432,-0.1577632040262263,-0.1496669770613668,-0.149670493982422,-0.149670493982422,0.1392482526439662,0.1448738480021537,0.1401059890789942,0.1392482526439662,0.1392078684530305,0.1392078684530305,-0.0033517869281199,0.0,0.0001130748510063,0.0001130748510063,0.1468216614511806,False,vanilla_fallback,safe_oracle_dimension,1,6,310
MEX,0.25,123,0.3977362007789737,0.3880223293798696,0.4008143209080614,0.3977362007789737,0.3951060974328603,0.3880223293798696,0.3072052157057053,0.3391986732074614,0.2976035444040785,0.3072052157057053,0.310878825628146,0.3391986732074614,0.1013288992028837,0.0687243330117899,0.1024140957404628,0.1013288992028837,0.1008159755880595,0.0687243330117899,-0.0030781201290877,0.0,0.0026301033461133,0.009713871399104,0.122879413621625,False,vanilla_fallback,raw_swa_dpbr,2,6,310
COL,0.25,123,0.4488192177769016,0.4313010430394003,0.4413766590749409,0.4413766590749409,0.4394573975316425,0.4313010430394003,-0.0274246141014574,-0.1085340327180188,-0.0193651548147314,-0.0193651548147314,-0.0136628395879448,-0.1085340327180188,0.1131724196580328,0.0911266061220557,0.1116355032913522,0.1116355032913522,0.1111479447347456,0.0911266061220557,0.0074425587019606,0.0074425587019606,0.0093618202452591,0.0175181747375012,0.136608502603018,False,safe_blend,raw_swa_dpbr,3,6,310
VNM,0.25,123,0.2702934029622456,0.3569950281092547,0.2795023034705283,0.2702934029622456,0.2690865331541531,0.2690865331541531,0.3459037193249801,0.1213116833708513,0.3096157464229489,0.3459037193249801,0.3519345377063823,0.3519345377063823,0.0664682387054544,0.0646356701555233,0.067154978692206,0.0664682387054544,0.0661014870491937,0.0661014870491937,-0.0092089005082827,0.0,0.0012068698080924,0.0012068698080924,0.1753395156643925,False,vanilla_fallback,safe_oracle_dimension,2,6,310
MMR,0.25,123,0.314941271821452,0.2201364843971794,0.3155393447269754,0.314941271821452,0.3131202037870872,0.2201364843971794,0.5647508806866991,0.6923393629219723,0.5633226131141197,0.5647508806866991,0.5653479651513267,0.6923393629219723,0.0818010726437975,0.0501562525759181,0.0821842977820967,0.0818010726437975,0.08138130523209,0.0501562525759181,-0.0005980729055233,0.0,0.0018210680343648,0.0948047874242725,0.2034284402358766,False,vanilla_fallback,raw_swa_dpbr,2,6,310
THA,0.25,123,0.2562885159328016,0.2491044743249807,0.2590438878922157,0.2562885159328016,0.2540758577940519,0.2491044743249807,0.7537673786147647,0.4339330694437607,0.7512450008325503,0.7537673786147647,0.756281665704177,0.4339330694437607,0.0694957405814929,0.063638765739855,0.0703156094962283,0.0694957405814929,0.0689329478066478,0.063638765739855,-0.0027553719594141,0.0,0.0022126581387497,0.0071840416078209,0.1753593096376338,False,vanilla_fallback,raw_swa_dpbr,2,6,310
MYS,0.25,123,0.2925477972243807,0.2139619492583473,0.2954260593345639,0.2925477972243807,0.2900063576794664,0.2139619492583473,0.6594949557444318,0.526818956931596,0.6665841795253485,0.6594949557444318,0.66565043560838,0.526818956931596,0.0771763445618979,0.0472475249427921,0.0780864430714936,0.0771763445618979,0.0765704675989241,0.0472475249427921,-0.0028782621101832,0.0,0.0025414395449142,0.0785858479660333,0.1731928545274917,False,vanilla_fallback,raw_swa_dpbr,1,6,310
IDN,0.25,123,0.2564640749168589,0.3197654040947338,0.2573363757773316,0.2564640749168589,0.2557733938387062,0.2557733938387062,0.6579923717094586,0.3728853462645075,0.6542658302043504,0.6579923717094586,0.6588304827912558,0.6588304827912558,0.0675742372020602,0.0790239344493325,0.0676070152051044,0.0675742372020602,0.0673653254590881,0.0673653254590881,-0.0008723008604726,0.0,0.0006906810781527,0.0006906810781527,0.1864104826326455,False,vanilla_fallback,safe_oracle_dimension,3,6,310
CHN,0.25,123,0.421075197093386,0.3294134897283465,0.421305728333551,0.421075197093386,0.4168534028140729,0.3294134897283465,0.6743437572848905,0.7437877259934292,0.6688038622928963,0.6743437572848905,0.6731669856335871,0.7437877259934292,0.0967282049477001,0.0765974760182855,0.0972114892609273,0.0967282049477001,0.0962904410640495,0.0765974760182855,-0.000230531240165,0.0,0.004221794279313,0.0916617073650394,0.1411548010363212,False,vanilla_fallback,raw_swa_dpbr,2,6,310
JPN,0.25,123,0.2060670270856964,0.1975082954751857,0.1969902366758779,0.1969902366758779,0.1918826648410106,0.1975082954751857,0.8705901789368392,0.6549881825466694,0.8639622504740021,0.8639622504740021,0.8706531036627464,0.6549881825466694,0.0495541500766663,0.0536104300289358,0.0483871932621489,0.0483871932621489,0.0469965591000633,0.0536104300289358,0.0090767904098185,0.0090767904098185,0.0141843622446858,0.0085587316105107,0.1952203801274828,False,safe_blend,raw_swa_dpbr,1,6,310
BGD,0.25,123,0.2965939668189232,0.2664790394070239,0.2987490660181714,0.2965939668189232,0.2957893845290779,0.2664790394070239,0.6606609718898145,0.3973539649006153,0.6535324882139538,0.6606609718898145,0.6568789329984915,0.3973539649006153,0.0763807601562152,0.0606114407963479,0.0770267097690504,0.0763807601562152,0.0762028141252668,0.0606114407963479,-0.0021550991992482,0.0,0.0008045822898453,0.0301149274118992,0.2004035935927484,False,vanilla_fallback,raw_swa_dpbr,2,6,310
IRN,0.25,123,0.3698784315660118,0.446300634216292,0.3759067893391099,0.3698784315660118,0.3680773667760875,0.3680773667760875,0.300511457773047,-0.2153321048232261,0.2812394046003982,0.300511457773047,0.2995610577362104,0.2995610577362104,0.0975839738809732,0.1165376783898487,0.0992125586440366,0.0975839738809732,0.097159078829781,0.097159078829781,-0.006028357773098,0.0,0.0018010647899243,0.0018010647899243,0.163091932484593,False,vanilla_fallback,safe_oracle_dimension,2,6,310
