country,noise_sigma,n_seeds,van_mis_mean,van_mis_std,van_mis_n,raw_mis_mean,raw_mis_std,raw_mis_n,safe_mis_mean,safe_mis_std,safe_mis_n,oracle_c_mis_mean,oracle_c_mis_std,oracle_c_mis_n,oracle_d_mis_mean,oracle_d_mis_std,oracle_d_mis_n,hybrid_mis_mean,hybrid_mis_std,hybrid_mis_n
ETH,0.0,1,0.3761129564771083,0.0,1,0.4122387850904341,0.0,1,0.3727470764010672,0.0,1,0.3727470764010672,0.0,1,0.3693221830474403,0.0,1,0.3693221830474403,0.0,1
ETH,0.25,3,0.3748632000681875,0.004220037045358318,3,0.4114967228360884,0.0015061725372449734,3,0.3724371618753109,0.004036609648262205,3,0.3724371618753109,0.004036609648262205,3,0.3696306506857734,0.004565503655937079,3,0.3696306506857734,0.004565503655937079,3
ETH,0.5,3,0.37227180372416235,0.008477372651113205,3,0.40889544445655185,0.005105887711750323,3,0.3714661869771323,0.008657180288053451,3,0.3714661869771323,0.008657180288053451,3,0.36820107363440063,0.0082807904583095,3,0.36820107363440063,0.0082807904583095,3
ETH,1.0,3,0.3648533393961002,0.014821299117570273,3,0.40013751649082324,0.010415990757259,3,0.3669775934827326,0.014556230125139529,3,0.3648533393961002,0.014821299117570273,3,0.36254309474250895,0.014853234657530797,3,0.36254309474250895,0.014853234657530797,3
ETH,2.0,3,0.3509304164549885,0.026731958635667675,3,0.3862735638107487,0.01723601806649648,3,0.35334774090774523,0.026755119596671796,3,0.3509304164549885,0.026731958635667675,3,0.34991283978079285,0.027220095631043828,3,0.34991283978079285,0.027220095631043828,3
GBR,0.0,1,0.3093529951966927,0.0,1,0.4015731475693142,0.0,1,0.3135182384175817,0.0,1,0.3093529951966927,0.0,1,0.3076573769333193,0.0,1,0.3076573769333193,0.0,1
GBR,0.25,3,0.30573658145871524,0.0020035638727320007,3,0.40130413838832424,0.0011555327453625,3,0.31172233430705704,0.004922844637440951,3,0.30573658145871524,0.0020035638727320007,3,0.30482758786989556,0.002786129594867031,3,0.30482758786989556,0.002786129594867031,3
GBR,0.5,3,0.2998593608431482,0.0022305205268471815,3,0.40064413247858693,0.0030660009468193323,3,0.302919772337909,0.0019719886645858677,3,0.2998593608431482,0.0022305205268471815,3,0.2992536451684771,0.0028011506774474134,3,0.2992536451684771,0.0028011506774474134,3
GBR,1.0,3,0.2856225133859939,0.006405069551857411,3,0.3972837665705742,0.006157075379138453,3,0.2861791888100295,0.006779412279422386,3,0.2851489692173815,0.0065898046884497255,3,0.2841600342854414,0.006291807770288002,3,0.2841600342854414,0.006291807770288002,3
GBR,2.0,3,0.26909444477396455,0.01826949161993459,3,0.3886862053257087,0.0162000970320803,3,0.26835577654973525,0.020096881764040966,3,0.2680057210194977,0.01973668211529787,3,0.2676153329079942,0.019430407772626175,3,0.2676153329079942,0.019430407772626175,3
IDN,0.0,1,0.2595545208494038,0.0,1,0.3188021611563322,0.0,1,0.2577413873863448,0.0,1,0.2577413873863448,0.0,1,0.2562806742555235,0.0,1,0.2562806742555235,0.0,1
IDN,0.25,3,0.2583977363307219,0.002069638399434686,3,0.31898182528839264,0.0016229525147683614,3,0.25925881282277086,0.0017405775947715535,3,0.2583977363307219,0.002069638399434686,3,0.25733314033281435,0.0017348812749405473,3,0.25733314033281435,0.0017348812749405473,3
IDN,0.5,3,0.25692692151843205,0.004396077424309062,3,0.31771085246264313,0.003056583072179788,3,0.25878454359495356,0.0063239329427939904,3,0.2567581834085097,0.004657883946612675,3,0.2551976859906715,0.005272621404453347,3,0.2551976859906715,0.005272621404453347,3
IDN,1.0,3,0.25542115173093644,0.011004976453525283,3,0.3134690443917446,0.0062689723727664265,3,0.25701597605651916,0.010226242530055902,3,0.2551388066279562,0.01060681556874038,3,0.25412875721349465,0.010224538225449484,3,0.25412875721349465,0.010224538225449484,3
IDN,2.0,3,0.2606798797927346,0.02545354849736585,3,0.30588277972004035,0.01400610175746267,3,0.261560536716779,0.025508457863601463,3,0.2606798797927346,0.02545354849736585,3,0.2595250630836609,0.02519836834428375,3,0.2595250630836609,0.02519836834428375,3
IRN,0.0,1,0.370166116969759,0.0,1,0.4434292393471098,0.0,1,0.3787677550936754,0.0,1,0.370166116969759,0.0,1,0.369142404952761,0.0,1,0.369142404952761,0.0,1
IRN,0.25,3,0.3697951869934823,0.0027350588858860566,3,0.44392453356692657,0.0024405094921484635,3,0.3787321135899604,0.0037530164365286484,3,0.3697951869934823,0.0027350588858860566,3,0.3687827496686534,0.002834340154557687,3,0.3687827496686534,0.002834340154557687,3
IRN,0.5,3,0.3673791200777943,0.005592177512747405,3,0.44362970790468914,0.004356832379621104,3,0.37449007570876885,0.006540411542360491,3,0.3673791200777943,0.005592177512747405,3,0.3652566188660534,0.005656121337754591,3,0.3652566188660534,0.005656121337754591,3
IRN,1.0,3,0.3573078527909552,0.010356283529238942,3,0.43890260602208114,0.008998374438152682,3,0.35911649825579744,0.011083153550242374,3,0.3573078527909552,0.010356283529238942,3,0.35425705012841585,0.011105147251634142,3,0.35425705012841585,0.011105147251634142,3
IRN,2.0,3,0.3311831367748405,0.011116270984794155,3,0.4270740362173797,0.01461306193524709,3,0.3310512520937913,0.010775274257044345,3,0.33096866669477554,0.01079972438946115,3,0.32930038372858766,0.01111945645348782,3,0.32930038372858766,0.01111945645348782,3
JPN,0.0,1,0.2002786271645006,0.0,1,0.2011630969914797,0.0,1,0.1990254453929316,0.0,1,0.1990254453929316,0.0,1,0.1873715493685475,0.0,1,0.1873715493685475,0.0,1
JPN,0.25,3,0.20071166234945506,0.006295156828511856,3,0.1988524723537807,0.0015705703502658073,3,0.19580079662298033,0.004346037652868408,3,0.19580079662298033,0.004346037652868408,3,0.18749425257577867,0.006165002163166169,3,0.19284432684632782,0.010846638569189498,3
JPN,0.5,3,0.1989604927565112,0.013768344717620182,3,0.1962541161285611,0.003132963767457245,3,0.192658467778545,0.012740863045149183,3,0.192658467778545,0.012740863045149183,3,0.1867858526869494,0.014456775804107388,3,0.1881757122847876,0.015599997028521719,3
JPN,1.0,3,0.1897955389741682,0.030889881468884182,3,0.19240552497115707,0.005845078458273229,3,0.18429062682881217,0.028386471720159658,3,0.18429062682881217,0.028386471720159658,3,0.1802193167024213,0.030662934655927898,3,0.17820507345664635,0.028651188942917908,3
JPN,2.0,3,0.17029058247319995,0.06498928848150472,3,0.18442911764341194,0.009639649825348222,3,0.17049209988314115,0.06267783190963169,3,0.1695338543406243,0.0642738130906747,3,0.16773982997932788,0.06344326367984188,3,0.15759544661281336,0.05485205225571173,3
KGZ,0.0,1,0.2913232694227615,0.0,1,0.2587849162148148,0.0,1,0.2937107100138074,0.0,1,0.2913232694227615,0.0,1,0.2900350075987715,0.0,1,0.2587849162148148,0.0,1
KGZ,0.25,3,0.2883160494603618,0.004036614114279766,3,0.25680402937256086,0.0024837864414994706,3,0.2933129880329505,0.005327684548977126,3,0.2883160494603618,0.004036614114279766,3,0.28756097455297863,0.0038704558155726932,3,0.25680402937256086,0.0024837864414994706,3
KGZ,0.5,3,0.28449471789200403,0.00836033172183495,3,0.25369978339685106,0.005523015136376755,3,0.2874592719716776,0.010205670145071505,3,0.28449471789200403,0.00836033172183495,3,0.283290499656379,0.007234689416769292,3,0.25369978339685106,0.005523015136376755,3
KGZ,1.0,3,0.2752443451179712,0.01604489839353674,3,0.24487293994978176,0.009848455274575034,3,0.27712730054936124,0.017178015382388286,3,0.2752443451179712,0.01604489839353674,3,0.27416215027272645,0.01697532238698512,3,0.24487293994978176,0.009848455274575034,3
KGZ,2.0,3,0.25704108239280504,0.02071217006344001,3,0.22909393435929196,0.013883644251574664,3,0.25743507928861575,0.019771374308060218,3,0.25674623913529665,0.020324851457415048,3,0.2554261685777193,0.02065784872230899,3,0.22909393435929196,0.013883644251574664,3
MEX,0.0,1,0.3915853192510996,0.0,1,0.3858881383867104,0.0,1,0.3927743119642033,0.0,1,0.3915853192510996,0.0,1,0.3892967571246117,0.0,1,0.3858881383867104,0.0,1
MEX,0.25,3,0.39060503345189884,0.006323575418341975,3,0.38649491982318934,0.002904123170788001,3,0.3913642396249956,0.008582325676925167,3,0.3900632730220725,0.00699087193189524,3,0.38751741277775326,0.006751461904048303,3,0.38649491982318934,0.002904123170788001,3
MEX,0.5,3,0.3887172686059823,0.012426643506424176,3,0.383954815455434,0.005490555566232541,3,0.38732106233265323,0.011735308749988798,3,0.38732106233265323,0.011735308749988798,3,0.38427029444124167,0.011537470815047801,3,0.38229251043045637,0.005509902638046692,3
MEX,1.0,3,0.3832510607390638,0.023839674849611744,3,0.38008968555986017,0.010598513789740934,3,0.38011062929855194,0.02429723393955151,3,0.38011062929855194,0.02429723393955151,3,0.378826544238169,0.02383451813430892,3,0.37386835277226216,0.01588839579484312,3
MEX,2.0,3,0.36893376679986517,0.04034338491131413,3,0.3753465138062168,0.02276110380020371,3,0.3671214331920094,0.03993805689781911,3,0.3671214331920094,0.03993805689781911,3,0.3666207363053813,0.03965356203380351,3,0.360731285881976,0.02946517267881813,3
MMR,0.0,1,0.3272488844896126,0.0,1,0.2219003676664644,0.0,1,0.3250418631191009,0.0,1,0.3250418631191009,0.0,1,0.3223379064545205,0.0,1,0.2219003676664644,0.0,1
MMR,0.25,3,0.32589889822281964,0.009537994858430753,3,0.22119401506590639,0.004567351859945634,3,0.32400810597036317,0.007427215048941588,3,0.32380874833518863,0.007768377592930758,3,0.32239834307041604,0.008104372729496477,3,0.22119401506590639,0.004567351859945634,3
MMR,0.5,3,0.32299372572001706,0.018892447866520484,3,0.2206130303905297,0.010449500416592377,3,0.3211564018494215,0.014852312051267672,3,0.32024436734952794,0.016426165654995654,3,0.3198288479293976,0.016531317602287335,3,0.2206130303905297,0.010449500416592377,3
MMR,1.0,3,0.3138056381583459,0.0369783228147282,3,0.21619483371269807,0.015598597664575962,3,0.31079739439318965,0.037053508018899076,3,0.31079739439318965,0.037053508018899076,3,0.3093748942794445,0.03745047274715586,3,0.21619483371269807,0.015598597664575962,3
MMR,2.0,3,0.2915800541158129,0.06347565002671045,3,0.20835333978911477,0.020708735558157606,3,0.288650197519189,0.06208736964267419,3,0.288650197519189,0.06208736964267419,3,0.2886016939038856,0.06206433101450992,3,0.20835333978911477,0.020708735558157606,3
MYS,0.0,1,0.2963480842433997,0.0,1,0.2127838162215936,0.0,1,0.2993451719505964,0.0,1,0.2963480842433997,0.0,1,0.293742308248714,0.0,1,0.2127838162215936,0.0,1
MYS,0.25,3,0.2952471348300306,0.0026416779336316094,3,0.21494902366112337,0.0038269204699892434,3,0.29801317399233046,0.003224730817742993,3,0.2952471348300306,0.0026416779336316094,3,0.29317962313338675,0.003065156275232334,3,0.21494902366112337,0.0038269204699892434,3
MYS,0.5,3,0.29311906916963476,0.0041279439362855285,3,0.21590914153138194,0.006739762199609387,3,0.2937811715510647,0.004134183913288502,3,0.29292570630375314,0.004092670717232261,3,0.2905799859720846,0.004649467582624263,3,0.21590914153138194,0.006739762199609387,3
MYS,1.0,3,0.2865480335529555,0.005327486778427,3,0.21537527590391528,0.010941188017654709,3,0.28720011132210815,0.005114389740502556,3,0.28636588639385224,0.005149989419876838,3,0.28419851748743047,0.006346020448333215,3,0.21537527590391528,0.010941188017654709,3
MYS,2.0,3,0.2689246495016486,0.010132943220487965,3,0.21487394201133445,0.018505488297513115,3,0.2673959341206616,0.011639950362852106,3,0.26722169622078246,0.011340077839963285,3,0.2659444878515069,0.011072623120041342,3,0.21487394201133445,0.018505488297513115,3
ROU,0.0,1,0.2798135910853915,0.0,1,0.3328799798299786,0.0,1,0.2926043563663617,0.0,1,0.2798135910853915,0.0,1,0.2797679599828618,0.0,1,0.2797679599828618,0.0,1
ROU,0.25,3,0.2798765242117887,0.0020831594314248527,3,0.33289611474266073,0.0036215131472849796,3,0.2917765351230776,0.0009635648168245775,3,0.2798765242117887,0.0020831594314248527,3,0.2797306540774658,0.001988885190554,3,0.2797306540774658,0.001988885190554,3
ROU,0.5,3,0.27898380855218924,0.004806720071792978,3,0.33159822370032604,0.0056815864973319505,3,0.2867085544099448,0.004383761357819166,3,0.27898380855218924,0.004806720071792978,3,0.27888618346270483,0.004812242484410772,3,0.27888618346270483,0.004812242484410772,3
ROU,1.0,3,0.2749376595435077,0.011850991912197344,3,0.32794414778514974,0.010793268441752948,3,0.280004932846899,0.010124348969429958,3,0.2749376595435077,0.011850991912197344,3,0.27438742976817737,0.011622625055364138,3,0.27438742976817737,0.011622625055364138,3
ROU,2.0,3,0.266878988509417,0.024968198178925805,3,0.32112706891120935,0.020168302119167054,3,0.2663917335795981,0.02446074470885518,3,0.2660647708939963,0.024515752058967232,3,0.2650044033340663,0.024474601344466173,3,0.2650044033340663,0.024474601344466173,3
SRB,0.0,1,0.2950017225207699,0.0,1,0.252993636767138,0.0,1,0.2997176012321274,0.0,1,0.2950017225207699,0.0,1,0.2948094709191967,0.0,1,0.252993636767138,0.0,1
SRB,0.25,3,0.29184755838063314,0.0045913981054397195,3,0.25267934884971155,0.0012066065183462503,3,0.296185953062766,0.004575589893129829,3,0.29184755838063314,0.0045913981054397195,3,0.2908164554349844,0.004751666798676308,3,0.25267934884971155,0.0012066065183462503,3
SRB,0.5,3,0.2882957994769925,0.008260223345884513,3,0.25186823324144614,0.002279136129427823,3,0.2936623318144224,0.008781622910166148,3,0.2882957994769925,0.008260223345884513,3,0.2880587006135535,0.008256167162753333,3,0.25186823324144614,0.002279136129427823,3
SRB,1.0,3,0.28097725438535165,0.012244066160157578,3,0.24926687688387958,0.004630455625195599,3,0.2824180583987349,0.010959648477951781,3,0.2809573191511151,0.012209986527607353,3,0.2802499161367155,0.012483191393890897,3,0.24926687688387958,0.004630455625195599,3
SRB,2.0,3,0.26966902372595614,0.012754013334776219,3,0.2389963673968579,0.007170615297743197,3,0.27063036668944324,0.010676931103276407,3,0.26923096642436334,0.012121561837730924,3,0.2684398375013273,0.011308584403348436,3,0.2389963673968579,0.007170615297743197,3
THA,0.0,1,0.2649028728823197,0.0,1,0.2481550386835121,0.0,1,0.2681841839349064,0.0,1,0.2649028728823197,0.0,1,0.2644008444193634,0.0,1,0.2481550386835121,0.0,1
THA,0.25,3,0.2595925344217331,0.005031883314621297,3,0.25104457712378975,0.0019201291797229323,3,0.2614309419886966,0.0033507522932981057,3,0.2595518134707386,0.004961588603029381,3,0.2577875308856011,0.004451021315002722,3,0.25104457712378975,0.0019201291797229323,3
THA,0.5,3,0.2534653483976465,0.009552451177692364,3,0.25141712348279394,0.0017489176692733201,3,0.2541205856571794,0.009135528715563735,3,0.2534622036041847,0.009547032089965782,3,0.2520022588268933,0.009148220118397518,3,0.248970584196914,0.003939113088367488,3
THA,1.0,3,0.23953265715589697,0.016589675445764493,3,0.25098621428716056,0.003510948989876558,3,0.24065197568343785,0.014665536515659954,3,0.23913211392665001,0.016012120875298016,3,0.2384376238187004,0.01601997208533279,3,0.23765870535909603,0.014672035617064327,3
THA,2.0,3,0.21197148588714324,0.02071318308046492,3,0.25182062502141317,0.005330436327842499,3,0.21221863652188697,0.021984563304872327,3,0.21155863349664397,0.020899470802235868,3,0.21064971066562418,0.021053806902941116,3,0.21064971066562418,0.021053806902941116,3
USA,0.0,1,0.3121619682543093,0.0,1,0.3569226490156055,0.0,1,0.3171619136616854,0.0,1,0.3121619682543093,0.0,1,0.3119248817116677,0.0,1,0.3119248817116677,0.0,1
USA,0.25,3,0.31251496595661366,0.0018756802144063469,3,0.3585996172662471,0.0002890256147041433,3,0.3145089581912441,0.002294902175735358,3,0.31251496595661366,0.0018756802144063469,3,0.3114529117339635,0.0016559374290832677,3,0.3114529117339635,0.0016559374290832677,3
USA,0.5,3,0.31255386648183525,0.0028635538621973864,3,0.3586620032602517,0.00227647738677536,3,0.3135285551411868,0.002183161372007309,3,0.3125109948220013,0.0028013232934682797,3,0.3114662719588536,0.002178716226013557,3,0.3114662719588536,0.002178716226013557,3
USA,1.0,3,0.31330620154884053,0.0015805385368440204,3,0.35826046222727714,0.005512000306643058,3,0.31328596422623417,0.0024241151134244943,3,0.3126216374087638,0.0014239537718420932,3,0.3116690139787304,0.0017571902728511265,3,0.3116690139787304,0.0017571902728511265,3
USA,2.0,3,0.32324784493582687,0.009253196526164475,3,0.36136799917510487,0.009086117433905232,3,0.3245187246414402,0.01171675837412373,3,0.32279707235438465,0.00993382608192284,3,0.3224711317116927,0.010152237764081955,3,0.3224711317116927,0.010152237764081955,3
VNM,0.0,1,0.2788899501491743,0.0,1,0.361516093102211,0.0,1,0.2889005448096596,0.0,1,0.2788899501491743,0.0,1,0.2783550078762352,0.0,1,0.2783550078762352,0.0,1
VNM,0.25,3,0.2760698927637324,0.005344276874783437,3,0.35901436575370155,0.001757812886657924,3,0.28269204552008187,0.004443945582198166,3,0.2760698927637324,0.005344276874783437,3,0.27447038738778967,0.005732833353884892,3,0.27447038738778967,0.005732833353884892,3
VNM,0.5,3,0.2730339402101704,0.010133257883181089,3,0.3556706040583119,0.004087119331488461,3,0.27650433905556926,0.009485536444828399,3,0.2730339402101704,0.010133257883181089,3,0.27165630757154524,0.01013728436520259,3,0.27165630757154524,0.01013728436520259,3
VNM,1.0,3,0.26731489412764203,0.01733916338781011,3,0.3497650829503101,0.010038248375361056,3,0.2695100298085033,0.01728215439922645,3,0.26731489412764203,0.01733916338781011,3,0.2661403961169065,0.017585824859629597,3,0.2661403961169065,0.017585824859629597,3
VNM,2.0,3,0.2601051819101474,0.02696316540266725,3,0.3366077282695254,0.017514704784562247,3,0.2609776619872994,0.02728735096103255,3,0.2601051819101474,0.02696316540266725,3,0.2590438731467222,0.02713574696082085,3,0.2590438731467222,0.02713574696082085,3
