index,country,ablation,jsd_mean,jsd_std,pearson_r_mean,pearson_r_std,spearman_rho_mean,spearman_rho_std,mae_mean,mae_std,rmse_mean,rmse_std,mis_mean,mis_std,flip_rate_mean,flip_rate_std,mean_reliability_r_mean,mean_reliability_r_std,elapsed_sec_mean,elapsed_sec_std
32,BGD,Always-on PT-IS,0.055521857546237174,,0.458436603234062,,0.5428571428571429,,17.468609594872802,,19.50937031569989,,0.47788002476465485,,0.4935483870967742,,1.0,,0.5534048080444336,
33,BGD,Always-on PT-IS + No country prior (a_h=0),0.05547017826010718,,0.514264304145951,,0.48571428571428577,,17.49044842679108,,19.52627337988978,,0.4782940635882023,,0.4838709677419355,,1.0,,0.5510635375976562,
34,BGD,Always-on PT-IS + No debiasing,0.05271789273842028,,0.6483826439964477,,0.6571428571428573,,17.25265418935365,,19.16270251702019,,0.4693884325944635,,0.0,,1.0,,0.5302903652191162,
35,BGD,Always-on PT-IS + No debiasing + No country prior (a_h=0),0.05591190085227785,,-0.2069411410897672,,-0.3142857142857143,,17.512830747893357,,19.569519473862293,,0.47935337222421337,,0.0,,1.0,,0.527148962020874,
36,BGD,Always-on PT-IS + No debiasing + Without persona,0.05181724253689354,,0.5872322719839496,,0.48571428571428577,,17.067265188036828,,18.942448874944738,,0.4639933422237189,,0.0,,1.0,,0.5227136611938477,
37,BGD,Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.05629900694223039,,-0.2372671175290444,,-0.028571428571428574,,17.510000114443233,,19.586396137147112,,0.479766764360299,,0.0,,1.0,,0.5158872604370117,
38,BGD,Always-on PT-IS + Without persona,0.0555386010346152,,0.32225409285463547,,0.14285714285714288,,17.481419605770068,,19.521849719421162,,0.47818570647876796,,0.27419354838709675,,1.0,,0.5437452793121338,
39,BGD,Always-on PT-IS + Without persona + No country prior (a_h=0),0.055523838551528065,,0.2859316914044542,,0.6,,17.482572904103755,,19.52186972317945,,0.47818619646877536,,0.25483870967741934,,1.0,,0.5436530113220215,
40,BGD,Full SWA-DPBR,0.05555854603390327,,0.22594386015607926,,0.08571428571428573,,17.462755305663467,,19.505936408450722,,0.47779591155880985,,0.49032258064516127,,0.9950619592981329,,0.5595426559448242,
41,BGD,No country prior (a_h=0),0.05567357875422221,,-0.022527101173658186,,0.2571428571428572,,17.473975447652784,,19.522333568450076,,0.4781975583111017,,0.532258064516129,,0.9949262009404848,,0.5583157539367676,
42,BGD,No debiasing,0.05257828654525189,,0.663768097031268,,0.6,,17.202209207849524,,19.109747558316897,,0.4680913063127312,,0.0,,0.9883239474361039,,0.5384082794189453,
43,BGD,No debiasing + No country prior (a_h=0),0.05594434051976938,,-0.25806303965100486,,-0.6571428571428573,,17.480986635285188,,19.54226735643801,,0.47868583440321427,,0.0,,0.9886753643004289,,0.5344686508178711,
44,BGD,No debiasing + Without persona,0.05184534442394,,0.5895374308648225,,0.48571428571428577,,17.0557669557658,,18.933791190742166,,0.4637812731372143,,0.0,,0.9943984309958436,,0.5268051624298096,
45,BGD,No debiasing + Without persona + No country prior (a_h=0),0.05608505669724838,,-0.14512500524432487,,-0.028571428571428574,,17.55145449680227,,19.612226140616148,,0.4803994676458337,,0.0,,0.9954441345821139,,0.5202925205230713,
46,BGD,No-IS (consensus only),0.05568130275877038,,-0.17215157421509347,,0.08571428571428573,,17.47761588587319,,19.526031051570815,,0.4782881277808855,,0.16451612903225807,,1.0,,0.367720365524292,
47,BGD,No-IS (consensus only) + Always-on PT-IS,0.05568130275877038,,-0.17215157421509347,,0.08571428571428573,,17.47761588587319,,19.526031051570815,,0.4782881277808855,,0.16451612903225807,,1.0,,0.3667140007019043,
48,BGD,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),0.0557227187612828,,-0.5383225738908258,,-0.6,,17.470453407123397,,19.521754085572848,,0.4781833639374629,,0.0,,1.0,,0.3613917827606201,
49,BGD,No-IS (consensus only) + Always-on PT-IS + No debiasing,0.05334383082485057,,0.6727791080965598,,0.8285714285714287,,17.27083435202158,,19.21376570906391,,0.470639220245912,,0.0,,1.0,,0.33896875381469727,
50,BGD,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),0.05580163318036764,,-0.4758964423902341,,-0.6571428571428573,,17.457049284584414,,19.51406610020593,,0.4779950475244736,,0.0,,1.0,,0.33744287490844727,
51,BGD,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,0.05187816853820334,,0.591850566335015,,0.48571428571428577,,17.078494684019432,,18.956339434582354,,0.4643335900572575,,0.0,,1.0,,0.3303978443145752,
52,BGD,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.05614787660651846,,-0.1746287932089166,,-0.028571428571428574,,17.537056534221673,,19.602624285208762,,0.4801642711825129,,0.0,,1.0,,0.3284294605255127,
53,BGD,No-IS (consensus only) + Always-on PT-IS + Without persona,0.05559270974486882,,0.23938781379404978,,0.08571428571428573,,17.4745139358917,,19.518395273436806,,0.47810109017871116,,0.18064516129032257,,1.0,,0.3545370101928711,
54,BGD,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),0.05557250168023964,,0.23567266136473936,,0.5428571428571429,,17.462447057858295,,19.5065330840009,,0.4778105270652091,,0.0,,1.0,,0.35305166244506836,
55,BGD,No-IS (consensus only) + No country prior (a_h=0),0.0557227187612828,,-0.5383225738908258,,-0.6,,17.470453407123397,,19.521754085572848,,0.4781833639374629,,0.0,,1.0,,0.3706324100494385,
56,BGD,No-IS (consensus only) + No debiasing,0.05334383082485057,,0.6727791080965598,,0.8285714285714287,,17.27083435202158,,19.21376570906391,,0.470639220245912,,0.0,,1.0,,0.34691572189331055,
57,BGD,No-IS (consensus only) + No debiasing + No country prior (a_h=0),0.05580163318036764,,-0.4758964423902341,,-0.6571428571428573,,17.457049284584414,,19.51406610020593,,0.4779950475244736,,0.0,,1.0,,0.34520816802978516,
58,BGD,No-IS (consensus only) + No debiasing + Without persona,0.05187816853820334,,0.591850566335015,,0.48571428571428577,,17.078494684019432,,18.956339434582354,,0.4643335900572575,,0.0,,1.0,,0.3378422260284424,
59,BGD,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),0.05614787660651846,,-0.1746287932089166,,-0.028571428571428574,,17.537056534221673,,19.602624285208762,,0.4801642711825129,,0.0,,1.0,,0.3378875255584717,
60,BGD,No-IS (consensus only) + Without persona,0.05559270974486882,,0.23938781379404978,,0.08571428571428573,,17.4745139358917,,19.518395273436806,,0.47810109017871116,,0.18064516129032257,,1.0,,0.3612840175628662,
61,BGD,No-IS (consensus only) + Without persona + No country prior (a_h=0),0.05557250168023964,,0.23567266136473936,,0.5428571428571429,,17.462447057858295,,19.5065330840009,,0.4778105270652091,,0.0,,1.0,,0.3624434471130371,
62,BGD,Without persona,0.05570859138660913,,-0.11061682806586022,,0.028571428571428574,,17.491155834013444,,19.539385672461023,,0.47861524784977866,,0.26129032258064516,,0.9943217443060157,,0.5494263172149658,
63,BGD,Without persona + No country prior (a_h=0),0.05588587731222572,,-0.4052220803077124,,-0.2,,17.4742782155956,,19.53367791628361,,0.47847543694766986,,0.2645161290322581,,0.9946703915699844,,0.5484528541564941,
64,BRA,Always-on PT-IS,0.04854297055070413,,-0.6107484517604526,,-0.6,,15.33066803574678,,17.015286118061752,,0.4167876881671327,,0.46774193548387094,,1.0,,0.5279707908630371,
65,BRA,Always-on PT-IS + No country prior (a_h=0),0.04850142485716555,,-0.39295145155233957,,-0.3714285714285715,,15.295246029712532,,16.981129447977374,,0.41595102403693957,,0.43870967741935485,,1.0,,0.5235705375671387,
66,BRA,Always-on PT-IS + No debiasing,0.04830691716163675,,0.04406001969884575,,0.028571428571428574,,15.259935695066494,,16.93996434405081,,0.41494268903865233,,0.0,,1.0,,0.5018355846405029,
67,BRA,Always-on PT-IS + No debiasing + No country prior (a_h=0),0.04838720252188454,,-0.030641540370569594,,0.028571428571428574,,15.312205358508239,,16.990786031591917,,0.4161875610620811,,0.0,,1.0,,0.4987447261810303,
68,BRA,Always-on PT-IS + No debiasing + Without persona,0.04809076238336601,,0.1999107939033241,,0.6,,15.258671144080708,,16.927806753228392,,0.4146448900984877,,0.0,,1.0,,0.5059900283813477,
69,BRA,Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.04841110534481305,,-0.053053438553193895,,-0.028571428571428574,,15.265195813795087,,16.94918631075015,,0.41516858016703556,,0.0,,1.0,,0.4843740463256836,
70,BRA,Always-on PT-IS + Without persona,0.048646032022230896,,-0.7619901447567623,,-0.8285714285714287,,15.332219245128352,,17.021660561627158,,0.41694382950842673,,0.3,,1.0,,0.5172469615936279,
71,BRA,Always-on PT-IS + Without persona + No country prior (a_h=0),0.04803283973794098,,0.7610955840593107,,0.8857142857142858,,15.279599119210681,,16.942896013473547,,0.4150144999804546,,0.267741935483871,,1.0,,0.5119760036468506,
72,BRA,Full SWA-DPBR,0.04852359190659574,,-0.689330513424189,,-0.7714285714285715,,15.328978783726953,,17.01264716493813,,0.4167230472810527,,0.532258064516129,,0.9947054523128761,,0.5380256175994873,
73,BRA,No country prior (a_h=0),0.048376953512543966,,-0.03348330188882915,,-0.3142857142857143,,15.292743812533281,,16.972784699649615,,0.41574662028258996,,0.4870967741935484,,0.9949398810773646,,0.5386857986450195,
74,BRA,No debiasing,0.047967253964081594,,0.29460961356791204,,0.7142857142857143,,15.244746319847858,,16.908708237795437,,0.41417707392193354,,0.0,,0.9934455861617337,,0.5136382579803467,
75,BRA,No debiasing + No country prior (a_h=0),0.048424887036973015,,-0.07012591828733884,,-0.3714285714285715,,15.295807382768261,,16.97741522045913,,0.4158600444148565,,0.0,,0.99347498650703,,0.5068514347076416,
76,BRA,No debiasing + Without persona,0.048010243968699254,,0.24582270642737122,,0.5428571428571429,,15.252084962618483,,16.917721760788837,,0.4143978592431203,,0.0,,0.9949536371208254,,0.500502347946167,
77,BRA,No debiasing + Without persona + No country prior (a_h=0),0.048760025709821055,,-0.3782541104082291,,-0.48571428571428577,,15.252686529047118,,16.95614734366396,,0.41533908995425106,,0.0,,0.9951943253653799,,0.4933047294616699,
78,BRA,No-IS (consensus only),0.048356666712439565,,0.08800426428528889,,0.08571428571428573,,15.333446570369029,,17.008156460655126,,0.4166130479402618,,0.1774193548387097,,1.0,,0.347491979598999,
79,BRA,No-IS (consensus only) + Always-on PT-IS,0.048356666712439565,,0.08800426428528889,,0.08571428571428573,,15.333446570369029,,17.008156460655126,,0.4166130479402618,,0.1774193548387097,,1.0,,0.3374953269958496,
80,BRA,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),0.048386779655892144,,-0.17207225724397598,,-0.2571428571428572,,15.340403352402186,,17.01606812496231,,0.4168068433459496,,0.0,,1.0,,0.3331472873687744,
81,BRA,No-IS (consensus only) + Always-on PT-IS + No debiasing,0.04804134398410151,,0.3357328388746001,,0.6571428571428573,,15.278746863606914,,16.94298562318291,,0.415016694961094,,0.0,,1.0,,0.31346750259399414,
82,BRA,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),0.0483176269289293,,0.15923192148851753,,0.3714285714285715,,15.338267907496636,,17.010427181248673,,0.416668669008288,,0.0,,1.0,,0.30902814865112305,
83,BRA,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,0.04798949870560037,,0.25544707789211524,,0.5428571428571429,,15.25708900091765,,16.92112965597993,,0.4144813352862709,,0.0,,1.0,,0.3000020980834961,
84,BRA,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.048384660758054275,,-0.01242750975781813,,-0.2571428571428572,,15.270524325348235,,16.952693949442814,,0.41525449941702625,,0.0,,1.0,,0.3026895523071289,
85,BRA,No-IS (consensus only) + Always-on PT-IS + Without persona,0.04840067135652152,,-0.39827990490133314,,-0.08571428571428573,,15.314188699032732,,16.99299209963686,,0.4162415984725607,,0.15806451612903225,,1.0,,0.32700204849243164,
86,BRA,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),0.04837872026068762,,-0.040906799870872215,,-0.08571428571428573,,15.3023144738742,,16.980970594804994,,0.415947132944776,,0.0,,1.0,,0.322955846786499,
87,BRA,No-IS (consensus only) + No country prior (a_h=0),0.048386779655892144,,-0.17207225724397598,,-0.2571428571428572,,15.340403352402186,,17.01606812496231,,0.4168068433459496,,0.0,,1.0,,0.34421229362487793,
88,BRA,No-IS (consensus only) + No debiasing,0.04804134398410151,,0.3357328388746001,,0.6571428571428573,,15.278746863606914,,16.94298562318291,,0.415016694961094,,0.0,,1.0,,0.32013726234436035,
89,BRA,No-IS (consensus only) + No debiasing + No country prior (a_h=0),0.0483176269289293,,0.15923192148851753,,0.3714285714285715,,15.338267907496636,,17.010427181248673,,0.416668669008288,,0.0,,1.0,,0.3189973831176758,
90,BRA,No-IS (consensus only) + No debiasing + Without persona,0.04798949870560037,,0.25544707789211524,,0.5428571428571429,,15.25708900091765,,16.92112965597993,,0.4144813352862709,,0.0,,1.0,,0.3094482421875,
91,BRA,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),0.048384660758054275,,-0.01242750975781813,,-0.2571428571428572,,15.270524325348235,,16.952693949442814,,0.41525449941702625,,0.0,,1.0,,0.30637478828430176,
92,BRA,No-IS (consensus only) + Without persona,0.04840067135652152,,-0.39827990490133314,,-0.08571428571428573,,15.314188699032732,,16.99299209963686,,0.4162415984725607,,0.15806451612903225,,1.0,,0.3370051383972168,
93,BRA,No-IS (consensus only) + Without persona + No country prior (a_h=0),0.04837872026068762,,-0.040906799870872215,,-0.08571428571428573,,15.3023144738742,,16.980970594804994,,0.415947132944776,,0.0,,1.0,,0.33764147758483887,
94,BRA,Without persona,0.04860299142522319,,-0.805816447985085,,-0.7714285714285715,,15.303078817251773,,16.993391063426596,,0.41625137104966775,,0.3032258064516129,,0.994818970030496,,0.5285730361938477,
95,BRA,Without persona + No country prior (a_h=0),0.04824250653730392,,0.24336077606118536,,0.2571428571428572,,15.289682103465156,,16.96235055035993,,0.4154910368659925,,0.23548387096774193,,0.9950134986734823,,0.5214290618896484,
96,CHN,Always-on PT-IS,0.05885780227419842,,-0.0674787264223046,,0.028571428571428574,,16.720337583138562,,19.13897296097578,,0.4688071795531476,,0.44193548387096776,,1.0,,0.5443239212036133,
97,CHN,Always-on PT-IS + No country prior (a_h=0),0.058941551655515935,,-0.16310918250579237,,0.08571428571428573,,16.702770803238888,,19.128853143929202,,0.46855929567260324,,0.49032258064516127,,1.0,,0.5436327457427979,
98,CHN,Always-on PT-IS + No debiasing,0.06141837202118301,,-0.8227635371527778,,-0.6,,16.921268759778552,,19.463951455443382,,0.4767674944413828,,0.0,,1.0,,0.5204625129699707,
99,CHN,Always-on PT-IS + No debiasing + No country prior (a_h=0),0.058415562629994075,,0.6081632104785455,,0.7142857142857143,,16.70028840874323,,19.09611241622144,,0.4677573149056891,,0.0,,1.0,,0.5198321342468262,
100,CHN,Always-on PT-IS + No debiasing + Without persona,0.0572506897687895,,0.8030918686489291,,0.5428571428571429,,16.649951037350448,,18.984255599923095,,0.46501739366385725,,0.0,,1.0,,0.5152950286865234,
101,CHN,Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.058849780166729176,,0.006908257247973588,,-0.14285714285714288,,16.70956250208875,,19.128934522242368,,0.46856128902603716,,0.0,,1.0,,0.5084686279296875,
102,CHN,Always-on PT-IS + Without persona,0.05885469225801743,,-0.0531485490724057,,0.08571428571428573,,16.7041039303335,,19.125115334197083,,0.46846773840661016,,0.3096774193548387,,1.0,,0.534015417098999,
103,CHN,Always-on PT-IS + Without persona + No country prior (a_h=0),0.058982301448805806,,-0.313064989255525,,-0.14285714285714288,,16.732759990327168,,19.157555384577837,,0.46926235411324047,,0.26129032258064516,,1.0,,0.5340187549591064,
104,CHN,Full SWA-DPBR,0.05869506237540572,,0.31711980857720296,,0.2571428571428572,,16.705883249143362,,19.116611291982515,,0.4682594327648424,,0.4645161290322581,,0.9953884663025081,,0.5501394271850586,
105,CHN,No country prior (a_h=0),0.05886614351383396,,-0.07953413830785323,,0.14285714285714288,,16.69498326688223,,19.118209286088874,,0.46829857546656806,,0.4935483870967742,,0.9953354251740307,,0.549741268157959,
106,CHN,No debiasing,0.06042659584662491,,-0.7219677652338331,,-0.3142857142857143,,16.81658860795996,,19.316030365974346,,0.4731441825274255,,0.0,,0.9871728090219903,,0.5296280384063721,
107,CHN,No debiasing + No country prior (a_h=0),0.05866005854644604,,0.39239289019340706,,0.2,,16.657357043391407,,19.073133494227793,,0.4671944485684525,,0.0,,0.9873449066354485,,0.5259308815002441,
108,CHN,No debiasing + Without persona,0.057425331875053776,,0.7419346238421157,,0.3714285714285715,,16.665124097827444,,19.007303616519817,,0.4655819524663089,,0.0,,0.9952526232085882,,0.5173745155334473,
109,CHN,No debiasing + Without persona + No country prior (a_h=0),0.058333692427741037,,0.431203097866518,,0.48571428571428577,,16.64703107885116,,19.044711837350313,,0.46649826299850955,,0.0,,0.9952682990401528,,0.515207052230835,
110,CHN,No-IS (consensus only),0.05884991425633858,,-0.13459792701134776,,-0.3714285714285715,,16.72254358700033,,19.140651954326838,,0.46884830632306385,,0.2032258064516129,,1.0,,0.3620314598083496,
111,CHN,No-IS (consensus only) + Always-on PT-IS,0.05884991425633858,,-0.13459792701134776,,-0.3714285714285715,,16.72254358700033,,19.140651954326838,,0.46884830632306385,,0.2032258064516129,,1.0,,0.35529208183288574,
112,CHN,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),0.058780696570929915,,0.3696190390404622,,0.14285714285714288,,16.722324718378115,,19.13640868966034,,0.4687443679902987,,0.0,,1.0,,0.35537099838256836,
113,CHN,No-IS (consensus only) + Always-on PT-IS + No debiasing,0.062005791836279335,,-0.863255124907033,,-0.8285714285714287,,16.940916717658137,,19.51568370496618,,0.4780346705871546,,0.0,,1.0,,0.3328864574432373,
114,CHN,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),0.05864853965013634,,0.6609898575388617,,0.8285714285714287,,16.724909168384126,,19.131453277237057,,0.4686229856712779,,0.0,,1.0,,0.3331031799316406,
115,CHN,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,0.0573676069247498,,0.7970540857929479,,0.5428571428571429,,16.656272592051774,,18.996620210493493,,0.4653202635315142,,0.0,,1.0,,0.32279229164123535,
116,CHN,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.05863323236479268,,0.20344620295854954,,0.08571428571428573,,16.658592086223134,,19.071916537212505,,0.46716463933118896,,0.0,,1.0,,0.3217604160308838,
117,CHN,No-IS (consensus only) + Always-on PT-IS + Without persona,0.05886774792701321,,-0.11772883192376983,,-0.08571428571428573,,16.712821424861705,,19.133190755940735,,0.46866554503390745,,0.16774193548387098,,1.0,,0.34743380546569824,
118,CHN,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),0.05878510592857912,,0.09550169027067441,,0.14285714285714288,,16.702996549622153,,19.120172469109274,,0.46834666343328474,,0.0,,1.0,,0.3499162197113037,
119,CHN,No-IS (consensus only) + No country prior (a_h=0),0.058780696570929915,,0.3696190390404622,,0.14285714285714288,,16.722324718378115,,19.13640868966034,,0.4687443679902987,,0.0,,1.0,,0.36211538314819336,
120,CHN,No-IS (consensus only) + No debiasing,0.062005791836279335,,-0.863255124907033,,-0.8285714285714287,,16.940916717658137,,19.51568370496618,,0.4780346705871546,,0.0,,1.0,,0.33888936042785645,
121,CHN,No-IS (consensus only) + No debiasing + No country prior (a_h=0),0.05864853965013634,,0.6609898575388617,,0.8285714285714287,,16.724909168384126,,19.131453277237057,,0.4686229856712779,,0.0,,1.0,,0.3408834934234619,
122,CHN,No-IS (consensus only) + No debiasing + Without persona,0.0573676069247498,,0.7970540857929479,,0.5428571428571429,,16.656272592051774,,18.996620210493493,,0.4653202635315142,,0.0,,1.0,,0.3297102451324463,
123,CHN,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),0.05863323236479268,,0.20344620295854954,,0.08571428571428573,,16.658592086223134,,19.071916537212505,,0.46716463933118896,,0.0,,1.0,,0.32813000679016113,
124,CHN,No-IS (consensus only) + Without persona,0.05886774792701321,,-0.11772883192376983,,-0.08571428571428573,,16.712821424861705,,19.133190755940735,,0.46866554503390745,,0.16774193548387098,,1.0,,0.35449910163879395,
