method,country,n_scenarios,elapsed_sec,mis,jsd,pearson_r
prompt_B3_short,KGZ,310,7.233703851699829,0.47248545025259037,0.05979874775460507,0.40261020119922025
prompt_B3_short,ETH,310,7.275398015975952,0.6431053650138085,0.09080213484909742,-0.16559330326935773
prompt_B3_long,USA,310,7.412458658218384,0.4303224612190672,0.03507138063343629,0.7763033405945561
prompt_B3_long,GBR,310,7.561144113540649,0.41034676299454703,0.047003636276234294,0.5829738299415522
prompt_B3_long,DEU,310,7.577919960021973,0.2941347257976431,0.051073576067971624,0.8621012696613481
prompt_B3_long,ARG,310,7.498994827270508,0.3636154891515305,0.033387891830169186,0.7048407200510117
prompt_B3_long,BRA,310,7.501652956008911,0.26301162807023487,0.06276423075994243,0.5502902087965511
prompt_B3_long,MEX,310,7.36395525932312,0.3961629150325363,0.03885285572235564,0.5755292774571861
prompt_B3_long,COL,310,7.3855884075164795,0.3932732172176065,0.03205590422611213,0.746530929908615
prompt_B3_long,VNM,310,7.3820106983184814,0.3637956344256803,0.09302975136965337,0.6349443783219981
prompt_B3_long,MMR,310,7.439746618270874,0.36764052627425275,0.07242518334643319,0.08268054821299159
prompt_B3_long,THA,310,7.347839593887329,0.3089757780039673,0.04859245953899667,0.5309392008845455
prompt_B3_long,MYS,310,7.315814018249512,0.30356336366590964,0.04513597867708832,0.5110693342180073
prompt_B3_long,IDN,310,7.322231292724609,0.35424149043935776,0.04970036513860479,0.6359381408918363
prompt_B3_long,CHN,310,7.280679702758789,0.16815091691578027,0.040927254954193776,0.8807930438150251
prompt_B3_long,JPN,310,7.360113143920898,0.26648185983479045,0.06691240675614038,0.6623449822421696
prompt_B3_long,BGD,310,7.240888357162476,0.3359993719943999,0.06700043666065486,0.07682683621665123
prompt_B3_long,IRN,310,7.38054633140564,0.7047595302938311,0.21567318511170058,0.6458672185836665
prompt_B3_long,SRB,310,7.187122106552124,0.3757548306826744,0.052333653964152495,0.4202820138935714
prompt_B3_long,ROU,310,7.223971128463745,0.3816831663447402,0.051232184673795214,0.46561438034863073
prompt_B3_long,KGZ,310,7.144985914230347,0.3394779960546763,0.0588168977221597,0.3298501865334118
prompt_B3_long,ETH,310,7.238327503204346,0.46663899314154905,0.04502947038367578,0.8276276695693937
prompt_B4,USA,310,7.1941118240356445,0.47042548888563473,0.048214224231375266,0.5174966406693082
prompt_B4,GBR,310,7.244603157043457,0.5051410383211207,0.05870741878144133,0.5287719449074144
prompt_B4,DEU,310,7.235477924346924,0.4452136836542033,0.06360216267710313,0.310839767173469
prompt_B4,ARG,310,7.267690896987915,0.5664305828819595,0.07586132662656166,0.08102084066453275
prompt_B4,BRA,310,7.212270498275757,0.3380778556908085,0.06697597115787764,0.29900780884373523
prompt_B4,MEX,310,7.2408833503723145,0.5878348673347735,0.07535884423650217,0.10630312499508858
prompt_B4,COL,310,7.344204425811768,0.5781993948064954,0.07325876182386497,-0.14253086995122846
prompt_B4,VNM,310,7.401359558105469,0.3878264800997397,0.06663361527994052,0.5581011352146945
prompt_B4,MMR,310,7.291197299957275,0.4160695289599303,0.06771737833684732,0.03626243593567754
prompt_B4,THA,310,7.302025556564331,0.4012601514708474,0.03909177115174175,0.8044001203210881
prompt_B4,MYS,310,7.307997703552246,0.4937681906725733,0.05338019515991249,0.5486153076855815
prompt_B4,IDN,310,7.32651686668396,0.4610622380518284,0.05103166394023119,
prompt_B4,CHN,310,7.287447214126587,0.2865827172458407,0.061773093440249886,0.367931600471989
prompt_B4,JPN,310,7.369097948074341,0.32735121262867517,0.08389033032122156,0.6804594857215449
prompt_B4,BGD,310,7.2801673412323,0.4797028506881978,0.04639395114995045,0.6250873722082972
prompt_B4,IRN,310,7.324204444885254,0.4497338966547946,0.10992136430947377,0.4799170924685312
prompt_B4,SRB,310,7.296180963516235,0.41049849568325664,0.05110303472345739,0.5422392704723581
prompt_B4,ROU,310,7.265080690383911,0.5388423024003413,0.058913796443175064,0.5619641799326066
prompt_B4,KGZ,310,7.279966831207275,0.45749670829442396,0.06070660339879271,0.4406194361752207
prompt_B4,ETH,310,7.268005847930908,0.5774453907175737,0.09191752928439047,0.013779008751667637
