ablation,country,n_scenarios,jsd,pearson_r,spearman_rho,mae,rmse,mis,cosine_sim,n_criteria,flip_rate,mean_reliability_r,std_reliability_r,mean_bootstrap_var,std_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,mean_positional_bias,std_positional_bias,mean_delta_consensus,mean_delta_opt,mean_delta_opt_micro,std_delta_opt_micro,final_delta_country,final_alpha_h,prior_steps,util_slope_hat,util_slope_se,util_n_obs,elapsed_sec,model_Species_Humans,human_Species_Humans,model_Gender_Female,human_Gender_Female,model_Age_Young,human_Age_Young,model_Fitness_Fit,human_Fitness_Fit,model_SocialValue_High,human_SocialValue_High,model_Utilitarianism_More,human_Utilitarianism_More,abserr_Age_Young,signerr_Age_Young,abserr_Fitness_Fit,signerr_Fitness_Fit,abserr_Gender_Female,signerr_Gender_Female,abserr_SocialValue_High,signerr_SocialValue_High,abserr_Species_Humans,signerr_Species_Humans,abserr_Utilitarianism_More,signerr_Utilitarianism_More,model
No-IS (consensus only),JPN,310,0.09066989798867728,-0.5584674769006259,-0.5428571428571429,16.452641398348543,20.094947626030095,0.4922236809172589,-0.5584674769006259,6,0.1967741935483871,1.0,0.0,0.0,0.0,1.0,1.0,1.0,32.73857667446136,22.53706810513186,-0.7106202912907447,,-0.7106202912907447,2.35397290154657,-1.1068591009023505,0.9279215377612339,313,-0.00232204151919882,0.057985089812429336,20,20.665537118911743,48.68955836625243,79.82474186208034,56.98363017862446,54.73972407640619,53.29406683347469,70.0032045118601,55.69875725509558,56.22273648607725,44.30466749939489,65.91141816927926,42.185901267548985,68.6827924803426,16.709137678385417,-16.709137678385417,0.5239792309816735,-0.5239792309816735,2.2439061022182685,2.2439061022182685,21.60675066988437,-21.60675066988437,31.135183495827917,-31.135183495827917,26.496891212793614,-26.496891212793614,Qwen/Qwen2.5-7B-Instruct
Always-on PT-IS,JPN,310,0.04052639122379798,0.7054906077691174,0.6571428571428573,13.517523010743181,14.812576632775775,0.36283254526174047,0.7054906077691177,6,0.25161290322580643,1.0,0.0,0.033746986650379174,0.1739982841126651,0.6359576086363484,0.6402749715312834,0.6169038394285786,32.83521103397492,22.550730446394393,-0.710141182546654,,-1.5880230770957084,4.355642440004358,-0.4654681637037216,0.9279215377612339,313,-0.038831772539114684,0.08641123676374134,20,21.15546226501465,63.781208584755475,79.82474186208034,46.12456287149449,54.73972407640619,51.35328005918806,70.0032045118601,53.97627705548771,56.22273648607725,48.347293559635794,65.91141816927926,50.69685739102514,68.6827924803426,18.649924452672046,-18.649924452672046,2.246459430589546,-2.246459430589546,8.6151612049117,-8.6151612049117,17.564124609643464,-17.564124609643464,16.04353327732487,-16.04353327732487,17.985935089317458,-17.985935089317458,Qwen/Qwen2.5-7B-Instruct
No debiasing,JPN,310,0.04066372568637418,0.6866232800724195,0.6571428571428573,15.734967821958078,17.013854725443384,0.4167526263517668,0.6866232800724197,6,0.12903225806451613,0.9231633796338898,0.19963401295152047,0.17159767384988694,1.9580217376106348,0.809584092901599,0.8093125214499812,0.79446240288596,0.0,0.0,0.9549675892077146,,5.3583367501025,6.965869390058439,4.934348220140896,0.9279215377612339,313,0.0004303940709120595,0.11777008429220422,20,11.08985424041748,56.760841414313255,79.82474186208034,43.85228687819577,54.73972407640619,50.47857464938783,70.0032045118601,52.464212821227655,56.22273648607725,47.38700910621465,65.91141816927926,50.03188578495812,68.6827924803426,19.524629862472274,-19.524629862472274,3.758523664849598,-3.758523664849598,10.88743719821042,-10.88743719821042,18.52440906306461,-18.52440906306461,23.06390044776709,-23.06390044776709,18.650906695384478,-18.650906695384478,Qwen/Qwen2.5-7B-Instruct
Without persona,JPN,310,0.041937122479062276,0.7678424942171682,0.6571428571428573,10.316997392072617,11.81389427396781,0.28938012846409067,0.7678424942171682,6,0.22258064516129034,0.9953857370222882,0.006613533105654235,0.0001858907320797363,0.0002687167179004422,0.3193463787917168,0.31495800849891475,0.29338871793400856,33.2666164928867,22.357853522080102,-4.815489307911165,,-4.815392268995094,16.22295463716644,-0.15759074130262096,0.9279215377612339,313,-0.0774850061663449,0.09227930476459693,20,15.315828323364258,70.83032848646151,79.82474186208034,45.71877201836155,54.73972407640619,48.22789621712294,70.0032045118601,53.38464294631754,56.22273648607725,54.379517455231294,65.91141816927926,60.94147611011521,68.6827924803426,21.775308294737165,-21.775308294737165,2.8380935397597113,-2.8380935397597113,9.020952058044642,-9.020952058044642,11.531900714047964,-11.531900714047964,8.994413375618834,-8.994413375618834,7.741316370227388,-7.741316370227388,Qwen/Qwen2.5-7B-Instruct
No country prior (a_h=0),JPN,310,0.0977326593887074,0.5916990892797883,0.3142857142857143,13.358479227776805,15.635240383073011,0.38298360944286675,0.5916990892797884,6,0.0967741935483871,0.909410394957401,0.24498820729428908,0.03300243475275694,0.15123620625862474,0.6382511589796313,0.6376770144508731,0.6166011842027788,32.69865946769714,22.682719077105236,-0.709890278068281,,-1.5988856761783903,4.3135981233196965,-1.284622610671607,0.9279215377612339,313,-0.013305599987506845,0.03286236864561629,20,21.01015329360962,95.20879317889921,79.82474186208034,51.08925546704799,54.73972407640619,55.418059897402394,70.0032045118601,59.79618478512163,56.22273648607725,50.2886806113157,65.91141816927926,41.34776751132449,68.6827924803426,14.585144614457711,-14.585144614457711,3.5734482990443794,3.5734482990443794,3.6504686093581995,-3.6504686093581995,15.62273755796356,-15.62273755796356,15.38405131681887,15.38405131681887,27.335024969018107,-27.335024969018107,Qwen/Qwen2.5-7B-Instruct
Full SWA-DPBR,VNM,310,0.06748180998404012,-0.38211808925668983,0.2,18.615646807789233,21.054578345406473,0.5157297369569797,-0.38211808925668983,6,0.14838709677419354,0.9739403169821707,0.06797294822009325,0.0015537107028614629,0.010507424647678409,0.680865357768151,0.6823580466931866,0.6610562865772555,1.4693380824019833,6.562942457198655,-0.8663604517737704,,-1.2116138918775945,1.768619768440005,-1.4696859423379525,0.9279215377612339,313,-0.040349879283061114,0.07694036493679002,20,21.913492679595947,50.51059678508063,77.72253006105205,47.24706709984334,56.824729929568896,46.05532649006408,72.72528264808984,56.75576093936385,57.972196212438355,47.64549874541914,68.98151465777724,47.93864297744585,73.6205203750259,26.669956158025762,-26.669956158025762,1.2164352730745023,-1.2164352730745023,9.577662829725554,-9.577662829725554,21.3360159123581,-21.3360159123581,27.211933275971425,-27.211933275971425,25.681877397580053,-25.681877397580053,Qwen/Qwen2.5-7B-Instruct
No-IS (consensus only),VNM,310,0.06361440117321222,-0.14915906349549166,-0.14285714285714288,19.84698453448108,21.871367022939403,0.5357368918333631,-0.14915906349549166,6,0.11935483870967742,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.4207275582177024,6.699201352781974,-0.8657442002887688,,-0.8657442002887688,1.2147598899740601,-0.7223526636182711,0.9279215377612339,313,-0.07318409029696665,0.06958130842898566,20,20.770463943481445,52.80119539615315,77.72253006105205,46.349470559470774,56.824729929568896,44.26375990563261,72.72528264808984,53.36403877237519,57.972196212438355,47.352804650606636,68.98151465777724,44.633597392827454,73.6205203750259,28.461522742457234,-28.461522742457234,4.608157440063167,-4.608157440063167,10.475259370098122,-10.475259370098122,21.628710007170604,-21.628710007170604,24.921334664898907,-24.921334664898907,28.98692298219845,-28.98692298219845,Qwen/Qwen2.5-7B-Instruct
Always-on PT-IS,VNM,310,0.06780893819113294,-0.4379954430486901,-0.14285714285714288,18.705332040113763,21.154567409084326,0.5181789588156737,-0.4379954430486901,6,0.14838709677419354,1.0,0.0,0.0009375901913094786,0.002493733060671987,0.6824728629281444,0.6828429892178505,0.6615763350840538,1.2695323803732472,6.860837536017254,-0.8650487395904718,,-1.2479538817859945,1.8039224150837478,-1.442685456421733,0.9279215377612339,313,-0.04193708123659289,0.07814157574179131,20,21.92085337638855,50.31243381672582,77.72253006105205,47.851950687478414,56.824729929568896,45.995402915324554,72.72528264808984,56.32718779793054,57.972196212438355,47.38641762965902,68.98151465777724,47.74138879615137,73.6205203750259,26.72987973276529,-26.72987973276529,1.6450084145078137,-1.6450084145078137,8.972779242090482,-8.972779242090482,21.595097028118218,-21.595097028118218,27.410096244326233,-27.410096244326233,25.879131578874535,-25.879131578874535,Qwen/Qwen2.5-7B-Instruct
No debiasing,VNM,310,0.07568411849489512,-0.5398029013769329,-0.2,18.220599766716308,21.01248818037471,0.5146987426818062,-0.5398029013769328,6,0.1935483870967742,0.9713153518590965,0.06773262434043742,0.0018436737666573323,0.013720958286325599,0.7091511232237662,0.7068844251094326,0.6884845468305772,0.0,0.0,0.7958803110064999,,0.4324245870293629,2.5818939989803003,0.7287592192717329,0.9279215377612339,313,-0.01606151193204543,0.09214494624905596,20,11.283796548843384,49.360516630968434,77.72253006105205,49.83717154240705,56.824729929568896,46.641902048948566,72.72528264808984,58.641125204453125,57.972196212438355,45.0684289879714,68.98151465777724,50.311888852935404,73.6205203750259,26.08338059914128,-26.08338059914128,0.6689289920147701,0.6689289920147701,6.987558387161847,-6.987558387161847,23.913085669805838,-23.913085669805838,28.36201343008362,-28.36201343008362,23.3086315220905,-23.3086315220905,Qwen/Qwen2.5-7B-Instruct
Without persona,VNM,310,0.0712619742689029,-0.3621205495515354,0.2571428571428572,17.437620864744286,19.680141811811975,0.4820630550455178,-0.36212054955153516,6,0.14516129032258066,0.9948326007062099,0.007130297184179234,0.0002082686721830669,0.00028936317782338617,0.3194628362694094,0.3143328604678954,0.2935264358116734,1.4931216341593574,6.800570245220391,-2.584701651190558,,-2.583997300375373,6.657129696242753,-3.618511266934876,0.9279215377612339,313,0.02918980908334529,0.09282800482478838,20,14.367773532867432,49.57585841837774,77.72253006105205,48.39108505085123,56.824729929568896,48.691806119034915,72.72528264808984,60.1099492893339,57.972196212438355,47.15420560782321,68.98151465777724,53.573650363856665,73.6205203750259,24.03347652905493,-24.03347652905493,2.1377530768955424,2.1377530768955424,8.433644878717665,-8.433644878717665,21.82730904995403,-21.82730904995403,28.146671642674313,-28.146671642674313,20.04687001116924,-20.04687001116924,Qwen/Qwen2.5-7B-Instruct
No country prior (a_h=0),VNM,310,0.10802071465271938,0.018457847298901296,0.028571428571428574,19.251279232975786,22.841345926278837,0.5594964255778234,0.018457847298901254,6,0.1032258064516129,0.9730625802017038,0.07152027172944811,0.002227465493191411,0.021442762945565658,0.6831576741510822,0.677890121552252,0.6604170879048686,1.3878410620314459,6.6706834580462075,-0.8647648466570723,,-1.2239225925366966,1.76938408790171,-1.4485626701716467,0.9279215377612339,313,-0.05613730307668445,0.0449387605936402,20,21.089920043945312,67.77826473116875,77.72253006105205,43.89939681252664,56.824729929568896,41.58946743875276,72.72528264808984,60.69585949674231,57.972196212438355,48.53902224688028,68.98151465777724,35.28441432863474,73.6205203750259,31.135815209337082,-31.135815209337082,2.723663284303953,2.723663284303953,12.925333117042257,-12.925333117042257,20.44249241089696,-20.44249241089696,9.944265329883308,-9.944265329883308,38.336106046391166,-38.336106046391166,Qwen/Qwen2.5-7B-Instruct
Full SWA-DPBR,USA,310,0.18278298622745046,-0.26324190445592976,-0.08571428571428573,20.462096916248814,27.087446587055933,0.663504225731807,-0.2632419044559297,6,0.1935483870967742,0.8937682775225326,0.26897512761600395,0.11629694624187792,0.9340396496742186,0.7443617716912301,0.7408922411741748,0.725912320037042,-5.143943859973262,20.837740014238953,-0.7625341369079486,,0.38126399184036397,14.751465512846625,2.388074503588214,0.9279215377612339,313,-0.015209535248688212,0.07678688442879275,20,30.713774919509888,80.44207584612737,79.20219438265315,73.90948154567896,56.0298882980414,50.84949051791774,74.5377281560045,57.98824350065724,58.8095535738558,42.278408972671286,67.9307274803549,23.061180932575148,76.5524214999873,23.68823763808677,-23.68823763808677,0.8213100731985605,-0.8213100731985605,17.87959324763756,17.87959324763756,25.652318507683617,-25.652318507683617,1.2398814634742195,1.2398814634742195,53.491240567412156,-53.491240567412156,microsoft/Phi-3.5-mini-instruct
No-IS (consensus only),USA,310,0.16155509762503018,-0.2624609303526737,-0.08571428571428573,21.161840407259387,27.06225437092836,0.6628871449817825,-0.26246093035267376,6,0.29354838709677417,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-5.895237142808976,20.905394118803276,-0.742682650264713,,-0.742682650264713,12.014346312071071,0.829543363858197,0.9279215377612339,313,-0.0881323425394941,0.07233151221523935,20,29.32641291618347,69.41778817069586,79.20219438265315,62.15950530376727,56.0298882980414,47.5443022322847,74.5377281560045,53.66811794023161,58.8095535738558,42.4598947350871,67.9307274803549,23.101096576725958,76.5524214999873,26.993425923719805,-26.993425923719805,5.141435633624191,-5.141435633624191,6.129617005725869,6.129617005725869,25.470832745267806,-25.470832745267806,9.78440621195729,-9.78440621195729,53.451324923261346,-53.451324923261346,microsoft/Phi-3.5-mini-instruct
Always-on PT-IS,USA,310,0.17941578609277167,-0.29039129683620063,-0.08571428571428573,21.00857555056734,27.074226385486572,0.6631803982503903,-0.2903912968362005,6,0.1870967741935484,1.0,0.0,0.10680758137326798,0.614326765142927,0.7408536126056026,0.7394058926451591,0.7218740490655745,-6.124117610243059,21.716379239703453,-0.6823168539412079,,0.27043813014883666,14.709006572162243,2.721618603243004,0.9279215377612339,313,-0.019763715555655634,0.07947189737098549,20,29.84279203414917,80.04173594979787,79.20219438265315,76.05394107762747,56.0298882980414,47.44662486436123,74.5377281560045,56.523569678222906,58.8095535738558,43.87497567759997,67.9307274803549,24.797401533345163,76.5524214999873,27.09110329164327,-27.09110329164327,2.2859838956328957,-2.2859838956328957,20.02405277958607,20.02405277958607,24.055751802754934,-24.055751802754934,0.8395415671447211,0.8395415671447211,51.75501996664214,-51.75501996664214,microsoft/Phi-3.5-mini-instruct
No debiasing,USA,310,0.13789918529775225,-0.09826478555642554,0.028571428571428574,15.773289769242487,22.039304815904053,0.5398505108462888,-0.09826478555642554,6,0.3032258064516129,0.9141266795734282,0.23264265015787397,0.19627344968831908,1.134813654884183,0.7690817340727776,0.7685261538913173,0.7531621640728366,0.0,0.0,0.01847567715712132,,-0.03407868608351677,19.075517790716702,2.460069742054384,0.9279215377612339,313,0.0006531593900236884,0.08997968587466268,20,15.00589632987976,75.40558489706041,79.20219438265315,64.74097553393565,56.0298882980414,63.13516029762428,74.5377281560045,57.66946115957293,58.8095535738558,44.78569491569122,67.9307274803549,30.108072443346156,76.5524214999873,11.402567858380223,-11.402567858380223,1.1400924142828686,-1.1400924142828686,8.711087235894254,8.711087235894254,23.145032564663687,-23.145032564663687,3.7966094855927395,-3.7966094855927395,46.444349056641144,-46.444349056641144,microsoft/Phi-3.5-mini-instruct
Without persona,USA,310,0.1439004394645867,-0.1479404680497595,-0.08571428571428573,18.614681807634675,23.186825905423248,0.5679589222303352,-0.14794046804975947,6,0.1967741935483871,0.9951145940659122,0.007741555304695446,0.00019712820112529402,0.00031631744744143144,0.31870832568214785,0.31435955354282935,0.2917554147301182,-5.764150251496223,21.37956839163209,5.391122082500688,,5.391336214422124,33.880485249858346,9.434326642867362,0.9279215377612339,313,0.06793977976641356,0.10422332823460737,20,21.440654277801514,80.59658029752693,79.20219438265315,73.03729015712703,56.0298882980414,53.223776180259506,74.5377281560045,54.804716843092635,58.8095535738558,42.7351035684253,67.9307274803549,33.78053104657644,76.5524214999873,21.313951975745,-21.313951975745,4.0048367307631665,-4.0048367307631665,17.007401859085633,17.007401859085633,25.1956239119296,-25.1956239119296,1.39438591487378,1.39438591487378,42.77189045341086,-42.77189045341086,microsoft/Phi-3.5-mini-instruct
No country prior (a_h=0),USA,310,0.2544615422715826,-0.2832381680713877,-0.08571428571428573,25.376283932438678,32.621901112909974,0.7990701216616011,-0.28323816807138763,6,0.03225806451612903,0.895231030049316,0.2710975558564709,0.14058979415814687,1.0749328489582202,0.7392614349242179,0.7429528731011575,0.7242742395689411,-5.1571476009584245,21.14288798303343,-0.6727623939153649,,0.5107428796439161,14.60483235532754,2.7479561701389468,0.9279215377612339,313,0.024832031175154153,0.05313608940247049,20,29.563474893569946,92.45877201570963,79.20219438265315,86.57536940177708,56.0298882980414,53.48637498112166,74.5377281560045,59.228919254193926,58.8095535738558,47.34943329487514,67.9307274803549,10.148789682848147,76.5524214999873,21.05135317488284,-21.05135317488284,0.4193656803381245,0.4193656803381245,30.545481103735682,30.545481103735682,20.581294185479763,-20.581294185479763,13.25657763305648,13.25657763305648,66.40363181713916,-66.40363181713916,microsoft/Phi-3.5-mini-instruct
Full SWA-DPBR,JPN,310,0.0874946609163151,0.27557439470854267,-0.028571428571428574,11.273896220097086,15.015393565944944,0.3678005252363467,0.2755743947085427,6,0.16451612903225807,0.9369467082485726,0.11199479931902237,0.00308874739050706,0.007326351842607638,0.6974363173207929,0.6890839546918869,0.6736253819158,-4.672800417821254,5.0128729240934335,-1.8523366042202518,,-1.8905372031333465,4.616102085325892,-2.4012183932255153,0.9279215377612339,313,-0.04610138329806912,0.0887818367869291,20,29.805835962295532,76.15984504117081,79.82474186208034,60.72998113226921,54.73972407640619,47.89320501516537,70.0032045118601,56.128433335578585,56.22273648607725,57.35627068333022,65.91141816927926,41.45401916967507,68.6827924803426,22.109999496694734,-22.109999496694734,0.09430315049866778,-0.09430315049866778,5.990257055863019,5.990257055863019,8.555147485949036,-8.555147485949036,3.664896820909533,-3.664896820909533,27.228773310667528,-27.228773310667528,microsoft/Phi-3.5-mini-instruct
No-IS (consensus only),JPN,310,0.0834884011907143,0.3135292409224744,-0.028571428571428574,10.947697392633453,14.259947953986686,0.3492959624591236,0.31352924092247464,6,0.16129032258064516,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-4.67525008719775,5.0158067278461465,-1.8359009623287186,,-1.8359009623287186,4.27568878292794,-2.0737326264671623,0.9279215377612339,313,-0.04180401910505498,0.09373661440765314,20,28.445086002349854,76.71854718069334,79.82474186208034,61.69822186220677,54.73972407640619,51.7244916639615,70.0032045118601,55.661667363797974,56.22273648607725,56.2135006557965,65.91141816927926,41.599000075390116,68.6827924803426,18.278712847898603,-18.278712847898603,0.5610691222792781,-0.5610691222792781,6.958497785800581,6.958497785800581,9.697917513482757,-9.697917513482757,3.1061946813870094,-3.1061946813870094,27.083792404952483,-27.083792404952483,microsoft/Phi-3.5-mini-instruct
Always-on PT-IS,JPN,310,0.08733385050537654,0.2768972322906648,-0.028571428571428574,11.266567317738515,15.022219965413694,0.3679677371911351,0.2768972322906649,6,0.16774193548387098,1.0,0.0,0.0031207675817583893,0.010916383583499107,0.6894566408088131,0.6953798790131845,0.6732044281498079,-4.643487208745172,5.002337119265501,-1.860845168583816,,-1.896516185968874,4.640514465030585,-2.437752167925581,0.9279215377612339,313,-0.04446717476532995,0.08884772333533703,20,27.902996063232422,76.11043727701825,79.82474186208034,60.57508773658733,54.73972407640619,47.84115359016735,70.0032045118601,56.174485590116284,56.22273648607725,57.28588464954577,65.91141816927926,41.46889215654195,68.6827924803426,22.162050921692753,-22.162050921692753,0.048250895960968876,-0.048250895960968876,5.835363660181137,5.835363660181137,8.625533519733487,-8.625533519733487,3.714304585062095,-3.714304585062095,27.21390032380065,-27.21390032380065,microsoft/Phi-3.5-mini-instruct
No debiasing,JPN,310,0.05127790836012699,0.5616939876863046,0.3714285714285715,10.227223386452758,12.559701745900908,0.30764860599000243,0.5616939876863047,6,0.15483870967741936,0.8817514871980044,0.20040877325624662,0.01904091440407984,0.15415713888011107,0.6825382142297683,0.6817990129993808,0.660998430367439,0.0,0.0,-3.5239608610589657,,-4.193698887797373,5.990887773216549,-5.090635486406288,0.9279215377612339,313,-0.03996202976761582,0.1068292937462258,20,14.62633991241455,67.31513283855705,79.82474186208034,51.7824127451475,54.73972407640619,46.30504555927733,70.0032045118601,54.56269982289984,56.22273648607725,53.91417835355683,65.91141816927926,60.141807947890655,68.6827924803426,23.698158952582773,-23.698158952582773,1.660036663177415,-1.660036663177415,2.957311331258694,-2.957311331258694,11.99723981572243,-11.99723981572243,12.509609023523296,-12.509609023523296,8.540984532451944,-8.540984532451944,microsoft/Phi-3.5-mini-instruct
Without persona,JPN,310,0.10103124277481687,0.08641087907645689,-0.08571428571428573,12.859825749080594,16.7595086974563,0.41052244648504677,0.08641087907645684,6,0.2,0.9953857386013502,0.006613525180053802,0.00018589066463093275,0.00026871639840759246,0.31934634302892995,0.31495797239965007,0.2933886703944975,-4.643063593439518,4.99555320550442,-2.3395118975831615,,-2.339414860663519,7.026891844022069,-4.159437891226602,0.9279215377612339,313,-0.05353191779027796,0.0837717014608594,20,19.961219310760498,72.68171087051363,79.82474186208034,61.86126482021298,54.73972407640619,40.46877714551529,70.0032045118601,57.73387493003966,56.22273648607725,60.03210916164778,65.91141816927926,42.713284539171234,68.6827924803426,29.534427366344815,-29.534427366344815,1.511138443962409,1.511138443962409,7.12154074380679,7.12154074380679,5.879309007631477,-5.879309007631477,7.143030991566718,-7.143030991566718,25.969507941171365,-25.969507941171365,microsoft/Phi-3.5-mini-instruct
No country prior (a_h=0),JPN,310,0.1587588049076248,0.2531868163170724,-0.028571428571428574,17.153643583465456,22.10381477217742,0.5414306756082788,0.25318681631707235,6,0.035483870967741936,0.9348706389180026,0.12457439886940265,0.00332262899296446,0.00851616230159632,0.6904246616748071,0.6924449853358731,0.6717518904516774,-4.71023205975371,5.102515116253086,-1.8442000986587617,,-1.8854944089382526,4.622987659737303,-2.3659276982290622,0.9279215377612339,313,-0.07272789978680973,0.07502198609312538,20,29.022125720977783,99.63178442591015,79.82474186208034,74.73045228955796,54.73972407640619,49.739198103144794,70.0032045118601,56.285264494269235,56.22273648607725,67.1474294382813,65.91141816927926,27.121247442440787,68.6827924803426,20.26400640871531,-20.26400640871531,0.06252800819198256,0.06252800819198256,19.99072821315177,19.99072821315177,1.2360112690020486,1.2360112690020486,19.80704256382981,19.80704256382981,41.56154503790181,-41.56154503790181,microsoft/Phi-3.5-mini-instruct
Full SWA-DPBR,VNM,310,0.06650578832380709,-0.2834201478307306,-0.48571428571428577,20.75161450773333,22.84234058581694,0.5595207896611849,-0.2834201478307306,6,0.0935483870967742,0.9623641543928024,0.1277693072710281,0.00566652195941068,0.06010029138183167,0.6687872397322808,0.6697636584120412,0.6483176567862111,-12.758374598718458,6.961863087387464,-3.690749946332747,,-3.5955340152426114,5.192900680825183,-5.105942138617426,0.9279215377612339,313,-0.088939751412466,0.11020206776966143,20,29.420748710632324,44.92340710207506,77.72253006105205,51.823531379625095,56.824729929568896,51.36181501203526,72.72528264808984,44.126563903884694,57.972196212438355,48.50408161043466,68.98151465777724,42.59768782949756,73.6205203750259,21.363467636054587,-21.363467636054587,13.845632308553661,-13.845632308553661,5.001198549943801,-5.001198549943801,20.47743304734258,-20.47743304734258,32.799122958976994,-32.799122958976994,31.022832545528345,-31.022832545528345,microsoft/Phi-3.5-mini-instruct
No-IS (consensus only),VNM,310,0.07077265771285886,-0.42992943794341676,-0.7714285714285715,21.141745844707348,23.40077753415802,0.573199645430711,-0.4299294379434166,6,0.0935483870967742,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-12.765181430693596,6.954824526441229,-3.67697965002829,,-3.67697965002829,5.23968003424378,-4.845879676269509,0.9279215377612339,313,-0.08014320452467208,0.1111294605074962,20,28.947498321533203,42.472848640638375,77.72253006105205,51.63285883730809,56.824729929568896,50.73725940940567,72.72528264808984,44.556487522182245,57.972196212438355,48.571248305924684,68.98151465777724,43.02559610024914,73.6205203750259,21.98802323868418,-21.98802323868418,13.41570869025611,-13.41570869025611,5.191871092260804,-5.191871092260804,20.410266351852556,-20.410266351852556,35.24968142041368,-35.24968142041368,30.594924274776766,-30.594924274776766,microsoft/Phi-3.5-mini-instruct
Always-on PT-IS,VNM,310,0.06622196924045926,-0.27711410699694217,-0.48571428571428577,20.768264263359406,22.844848733845964,0.5595822264898895,-0.2771141069969421,6,0.0935483870967742,1.0,0.0,0.013932968095481429,0.1270784342906635,0.6712071190918646,0.673299091477548,0.6507974711156661,-12.783914635258336,6.949158256970576,-3.7283813545780795,,-3.640837953696328,5.273341055276809,-5.077627394539734,0.9279215377612339,313,-0.08661581614808596,0.11043576675606605,20,28.675938367843628,44.88424983381793,77.72253006105205,51.81949872497631,56.824729929568896,51.340961018773044,72.72528264808984,44.022605447499515,57.972196212438355,48.432820399529426,68.98151465777724,42.737052879199624,73.6205203750259,21.3843216293168,-21.3843216293168,13.94959076493884,-13.94959076493884,5.005231204592583,-5.005231204592583,20.548694258247814,-20.548694258247814,32.83828022723412,-32.83828022723412,30.88346749582628,-30.88346749582628,microsoft/Phi-3.5-mini-instruct
No debiasing,VNM,310,0.050102467529637755,-0.5990064879149074,-0.7142857142857143,17.97459565967117,19.635787200952247,0.4809765934020574,-0.5990064879149072,6,0.0,0.9514658381102066,0.16551056852380092,0.03277888752507707,0.3684425422441134,0.6671789127972818,0.6657059095078899,0.6459463416088012,0.0,0.0,-14.409825521899808,,-14.77349716540306,10.076167366241782,-17.193607659236285,0.9279215377612339,313,-4.2174563221476093e-10,0.1178511301016733,20,15.127498626708984,49.999114557029955,77.72253006105205,50.00008653283336,56.824729929568896,49.99999999915553,72.72528264808984,49.99999997097795,57.972196212438355,49.9999989064213,68.98151465777724,49.99999995950717,73.6205203750259,22.725282648934318,-22.725282648934318,7.972196241460402,-7.972196241460402,6.824643396735539,-6.824643396735539,18.981515751355943,-18.981515751355943,27.7234155040221,-27.7234155040221,23.620520415518733,-23.620520415518733,microsoft/Phi-3.5-mini-instruct
Without persona,VNM,310,0.06065223991448984,0.04422672758599899,-0.14285714285714288,19.93256941503584,21.76083074794642,0.5330293171153555,0.04422672758599892,6,0.1064516129032258,0.9948326017687462,0.007130301240297363,0.00020826863152461215,0.0002893633449994291,0.31946280800527144,0.31433286609188205,0.2935264544140908,-12.764574172419886,6.968281714513104,-3.526454613670226,,-3.5257502860359606,5.888998824447443,-6.393176628877553,0.9279215377612339,313,-0.10116278435050816,0.10793773195397181,20,20.367680311203003,50.20568867681748,77.72253006105205,52.05906025794684,56.824729929568896,52.6084877859875,72.72528264808984,43.521063025112824,57.972196212438355,47.93712864217241,68.98151465777724,41.9199290057002,73.6205203750259,20.116794862102346,-20.116794862102346,14.451133187325532,-14.451133187325532,4.765669671622057,-4.765669671622057,21.04438601560483,-21.04438601560483,27.516841384234574,-27.516841384234574,31.700591369325707,-31.700591369325707,microsoft/Phi-3.5-mini-instruct
No country prior (a_h=0),VNM,310,0.1043256816326651,0.0621301006360905,0.2571428571428572,17.785485265320403,21.778951935915053,0.5334731937559175,0.062130100636090466,6,0.01935483870967742,0.9574743104961484,0.14176861677520639,0.013187501135291855,0.15080780702401606,0.6700237243406234,0.66776143014431,0.6474766516877759,-12.762745275805074,6.968176594135155,-3.693945146952906,,-3.6089330819104948,5.223356137584847,-5.153022458412452,0.9279215377612339,313,-0.10437585477749303,0.1006000853370273,20,29.63381791114807,62.43233601653628,77.72253006105205,55.34560201616796,56.824729929568896,55.97031011586701,72.72528264808984,45.06409895774823,57.972196212438355,51.989258678714,68.98151465777724,30.33225650699639,73.6205203750259,16.754972532222837,-16.754972532222837,12.908097254690126,-12.908097254690126,1.4791279134009372,-1.4791279134009372,16.992255979063238,-16.992255979063238,15.290194044515772,-15.290194044515772,43.28826386802952,-43.28826386802952,microsoft/Phi-3.5-mini-instruct
