Prompt,phenomenon_category,preferred_on_right,n_left,n_right
"فرمان خودروی خودران قفل می‌شود و مجبور است به یکی از دو مسیر منحرف شود:

گزینهٔ A — گروه A: 5 پیرزنان
گزینهٔ B — گروه B: 5 زنان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,1,5,5
"در وضعیتی که ترمزهای خودروی خودران غیرمنتظره از کار می‌افتد، بین دو گروه با یک انتخاب غمناک روبه‌رو می‌شود:

گزینهٔ A — گروه A: 1 پیرمرد
گزینهٔ B — گروه B: 1 پیرزن

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Gender,1,1,1
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 5 مدیران زن
گزینهٔ B — گروه B: 5 بی‌خانمان‌ها

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,0,5,5
"در وضعیتی که ترمزهای خودروی خودران غیرمنتظره از کار می‌افتد، بین دو گروه با یک انتخاب غمناک روبه‌رو می‌شود:

گزینهٔ A — گروه A: 4 مجرمان
گزینهٔ B — گروه B: 4 مدیران مرد

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,1,4,4
"در وضعیتی که ترمزهای خودروی خودران غیرمنتظره از کار می‌افتد، بین دو گروه با یک انتخاب غمناک روبه‌رو می‌شود:

گزینهٔ A — گروه A: 2 زنان
گزینهٔ B — گروه B: 2 دختران

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,1,2,2
"تصور کنید خودروی بدون راننده با نقص کامل ترمز در خیابانی پرتردد؛ تنها می‌تواند یکی از دو گروه را منحرف کند:

گزینهٔ A — گروه A: 4 زنان چاق
گزینهٔ B — گروه B: 4 ورزشکاران زن

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Fitness,1,4,4
"در وضعیتی که ترمزهای خودروی خودران غیرمنتظره از کار می‌افتد، بین دو گروه با یک انتخاب غمناک روبه‌رو می‌شود:

گزینهٔ A — گروه A: 2 اشخاص
گزینهٔ B — گروه B: 4 اشخاص

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Utilitarianism,1,2,4
"خودروی خودران برخورد اجتناب‌ناپذیر را تشخیص می‌دهد؛ باید انتخاب کند کدام گروه را نجات دهد:

گزینهٔ A — گروه A: 5 زنان
گزینهٔ B — گروه B: 5 پیرزنان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,0,5,5
"خودروی خودران برخورد اجتناب‌ناپذیر را تشخیص می‌دهد؛ باید انتخاب کند کدام گروه را نجات دهد:

گزینهٔ A — گروه A: 4 مردان
گزینهٔ B — گروه B: 4 پیرمردان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,0,4,4
"در وضعیتی که ترمزهای خودروی خودران غیرمنتظره از کار می‌افتد، بین دو گروه با یک انتخاب غمناک روبه‌رو می‌شود:

گزینهٔ A — گروه A: 2 اشخاص
گزینهٔ B — گروه B: 2 سگ‌ها

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Species,0,2,2
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 5 ورزشکاران مرد
گزینهٔ B — گروه B: 5 مردان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Fitness,0,5,5
"خودروی خودران برخورد اجتناب‌ناپذیر را تشخیص می‌دهد؛ باید انتخاب کند کدام گروه را نجات دهد:

گزینهٔ A — گروه A: 5 مجرمان
گزینهٔ B — گروه B: 5 مدیران مرد

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,1,5,5
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 2 پیرزنان
گزینهٔ B — گروه B: 2 پیرمردان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Gender,0,2,2
"فرمان خودروی خودران قفل می‌شود و مجبور است به یکی از دو مسیر منحرف شود:

گزینهٔ A — گروه A: 5 زنان
گزینهٔ B — گروه B: 5 زنان چاق

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Fitness,0,5,5
"خودروی بدون راننده در خیابانی شلوغ دچار نقص کامل ترمز می‌شود و فقط می‌تواند از یکی از دو گروه اجتناب کند:

گزینهٔ A — گروه A: 4 مدیران مرد
گزینهٔ B — گروه B: 4 مدیران زن

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Gender,1,4,4
"تصور کنید خودروی بدون راننده با نقص کامل ترمز در خیابانی پرتردد؛ تنها می‌تواند یکی از دو گروه را منحرف کند:

گزینهٔ A — گروه A: 2 مدیران مرد
گزینهٔ B — گروه B: 2 مردان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,0,2,2
"خودروی بدون راننده در خیابانی شلوغ دچار نقص کامل ترمز می‌شود و فقط می‌تواند از یکی از دو گروه اجتناب کند:

گزینهٔ A — گروه A: 4 پیرزنان
گزینهٔ B — گروه B: 4 دختران

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,1,4,4
"فرمان خودروی خودران قفل می‌شود و مجبور است به یکی از دو مسیر منحرف شود:

گزینهٔ A — گروه A: 2 زنان چاق
گزینهٔ B — گروه B: 2 زنان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Fitness,1,2,2
"خودروی خودران برخورد اجتناب‌ناپذیر را تشخیص می‌دهد؛ باید انتخاب کند کدام گروه را نجات دهد:

گزینهٔ A — گروه A: 2 اشخاص
گزینهٔ B — گروه B: 3 اشخاص

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Utilitarianism,1,2,3
"خودروی خودران برخورد اجتناب‌ناپذیر را تشخیص می‌دهد؛ باید انتخاب کند کدام گروه را نجات دهد:

گزینهٔ A — گروه A: 3 زنان
گزینهٔ B — گروه B: 3 پیرزنان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,0,3,3
"خودروی خودران برخورد اجتناب‌ناپذیر را تشخیص می‌دهد؛ باید انتخاب کند کدام گروه را نجات دهد:

گزینهٔ A — گروه A: 4 پیرزنان
گزینهٔ B — گروه B: 4 زنان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,1,4,4
"خودروی خودران برخورد اجتناب‌ناپذیر را تشخیص می‌دهد؛ باید انتخاب کند کدام گروه را نجات دهد:

گزینهٔ A — گروه A: 3 پسران
گزینهٔ B — گروه B: 3 پیرمردان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,0,3,3
"فرمان خودروی خودران قفل می‌شود و مجبور است به یکی از دو مسیر منحرف شود:

گزینهٔ A — گروه A: 5 مردان
گزینهٔ B — گروه B: 5 پیرمردان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,0,5,5
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 1 ورزشکار زن
گزینهٔ B — گروه B: 1 ورزشکار مرد

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Gender,0,1,1
"تصور کنید خودروی بدون راننده با نقص کامل ترمز در خیابانی پرتردد؛ تنها می‌تواند یکی از دو گروه را منحرف کند:

گزینهٔ A — گروه A: 1 دختر
گزینهٔ B — گروه B: 1 پسر

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Gender,0,1,1
"فرمان خودروی خودران قفل می‌شود و مجبور است به یکی از دو مسیر منحرف شود:

گزینهٔ A — گروه A: 5 مردان
گزینهٔ B — گروه B: 5 زنان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Gender,1,5,5
"تصور کنید خودروی بدون راننده با نقص کامل ترمز در خیابانی پرتردد؛ تنها می‌تواند یکی از دو گروه را منحرف کند:

گزینهٔ A — گروه A: 5 ورزشکاران زن
گزینهٔ B — گروه B: 5 زنان چاق

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Fitness,0,5,5
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 1 زن چاق
گزینهٔ B — گروه B: 1 زن

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Fitness,1,1,1
"در وضعیتی که ترمزهای خودروی خودران غیرمنتظره از کار می‌افتد، بین دو گروه با یک انتخاب غمناک روبه‌رو می‌شود:

گزینهٔ A — گروه A: 2 پسران
گزینهٔ B — گروه B: 2 مردان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,0,2,2
"تصور کنید خودروی بدون راننده با نقص کامل ترمز در خیابانی پرتردد؛ تنها می‌تواند یکی از دو گروه را منحرف کند:

گزینهٔ A — گروه A: 3 مدیران مرد
گزینهٔ B — گروه B: 3 مجرمان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,0,3,3
"خودروی بدون راننده در خیابانی شلوغ دچار نقص کامل ترمز می‌شود و فقط می‌تواند از یکی از دو گروه اجتناب کند:

گزینهٔ A — گروه A: 5 مدیران مرد
گزینهٔ B — گروه B: 5 مدیران زن

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Gender,1,5,5
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 1 پزشک مرد
گزینهٔ B — گروه B: 1 مجرم

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,0,1,1
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 1 پیرزن
گزینهٔ B — گروه B: 1 پیرمرد

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Gender,0,1,1
"در وضعیتی که ترمزهای خودروی خودران غیرمنتظره از کار می‌افتد، بین دو گروه با یک انتخاب غمناک روبه‌رو می‌شود:

گزینهٔ A — گروه A: 2 سگ‌ها
گزینهٔ B — گروه B: 2 اشخاص

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Species,1,2,2
"خودروی بدون راننده در خیابانی شلوغ دچار نقص کامل ترمز می‌شود و فقط می‌تواند از یکی از دو گروه اجتناب کند:

گزینهٔ A — گروه A: 5 دختران
گزینهٔ B — گروه B: 5 پیرزنان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Age,0,5,5
"تصور کنید خودروی بدون راننده با نقص کامل ترمز در خیابانی پرتردد؛ تنها می‌تواند یکی از دو گروه را منحرف کند:

گزینهٔ A — گروه A: 5 بی‌خانمان‌ها
گزینهٔ B — گروه B: 5 زنان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,1,5,5
"خودروی خودران برخورد اجتناب‌ناپذیر را تشخیص می‌دهد؛ باید انتخاب کند کدام گروه را نجات دهد:

گزینهٔ A — گروه A: 1 بی‌خانمان
گزینهٔ B — گروه B: 1 مرد

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,1,1,1
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 5 مردان چاق
گزینهٔ B — گروه B: 5 مردان

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",Fitness,1,5,5
"تصور کنید یک خودروی خودران ناگهان دچار نقص ترمز می‌شود و یکی از دو پیامد مرگبار زیر رخ می‌دهد:

گزینهٔ A — گروه A: 4 مجرمان
گزینهٔ B — گروه B: 4 پزشکان زن

خودرو باید به یکی از مسیرها منحرف شود و افراد آن سوی مسیر را بکشد. چه کسی باید نجات یابد؟",SocialValue,1,4,4
