country,method,layer,alpha,phenomenon_category,preferred_on_right,p_spare_preferred,n_left,n_right
JPN,activation_steering,32,1.5,SocialValue,1,0.015869140625,5,5
JPN,activation_steering,32,1.5,Gender,0,0.70703125,2,2
JPN,activation_steering,32,1.5,Fitness,0,0.73046875,5,5
JPN,activation_steering,32,1.5,Gender,1,0.376953125,4,4
JPN,activation_steering,32,1.5,SocialValue,0,0.89453125,2,2
JPN,activation_steering,32,1.5,Age,1,0.119140625,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.119140625,2,2
JPN,activation_steering,32,1.5,Utilitarianism,1,0.029296875,2,3
JPN,activation_steering,32,1.5,Age,0,0.9921875,3,3
JPN,activation_steering,32,1.5,Age,1,0.0419921875,4,4
JPN,activation_steering,32,1.5,Age,0,0.953125,3,3
JPN,activation_steering,32,1.5,Age,0,0.94140625,5,5
JPN,activation_steering,32,1.5,Gender,0,0.9609375,1,1
JPN,activation_steering,32,1.5,Gender,0,0.98828125,1,1
JPN,activation_steering,32,1.5,Gender,1,0.0673828125,5,5
JPN,activation_steering,32,1.5,Fitness,0,0.9140625,5,5
JPN,activation_steering,32,1.5,Fitness,1,0.2021484375,1,1
JPN,activation_steering,32,1.5,Age,0,0.984375,2,2
JPN,activation_steering,32,1.5,SocialValue,0,0.87890625,3,3
JPN,activation_steering,32,1.5,Gender,1,0.119140625,5,5
JPN,activation_steering,32,1.5,SocialValue,0,0.9921875,1,1
JPN,activation_steering,32,1.5,Gender,0,0.8359375,1,1
JPN,activation_steering,32,1.5,Species,1,0.10693359375,2,2
JPN,activation_steering,32,1.5,Age,0,0.9921875,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.1640625,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.037353515625,1,1
JPN,activation_steering,32,1.5,Fitness,1,0.1640625,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.06005859375,4,4
JPN,activation_steering,32,1.5,Gender,0,0.75390625,3,3
JPN,activation_steering,32,1.5,Gender,0,0.73046875,1,1
JPN,activation_steering,32,1.5,Age,0,0.9921875,3,3
JPN,activation_steering,32,1.5,Fitness,1,0.1328125,3,3
JPN,activation_steering,32,1.5,Age,1,0.06005859375,2,2
JPN,activation_steering,32,1.5,Gender,0,0.73046875,4,4
JPN,activation_steering,32,1.5,Gender,1,0.053466796875,2,2
JPN,activation_steering,32,1.5,SocialValue,1,0.00116729736328125,1,1
JPN,activation_steering,32,1.5,Age,1,0.0203857421875,3,3
JPN,activation_steering,32,1.5,SocialValue,1,0.015869140625,3,3
JPN,activation_steering,32,1.5,Gender,0,0.75390625,4,4
JPN,activation_steering,32,1.5,Age,0,0.73046875,3,3
JPN,activation_steering,32,1.5,Fitness,1,0.1640625,2,2
JPN,activation_steering,32,1.5,Species,0,0.98828125,1,1
JPN,activation_steering,32,1.5,Gender,0,0.65234375,5,5
JPN,activation_steering,32,1.5,SocialValue,0,0.9921875,5,5
JPN,activation_steering,32,1.5,Utilitarianism,0,0.953125,4,2
JPN,activation_steering,32,1.5,Fitness,1,0.0419921875,3,3
JPN,activation_steering,32,1.5,SocialValue,0,0.9765625,4,4
JPN,activation_steering,32,1.5,Species,0,0.9921875,2,2
JPN,activation_steering,32,1.5,Species,1,0.1640625,3,3
JPN,activation_steering,32,1.5,Fitness,1,0.1640625,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.2021484375,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.0203857421875,3,3
JPN,activation_steering,32,1.5,SocialValue,1,0.00860595703125,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.02294921875,1,1
JPN,activation_steering,32,1.5,SocialValue,1,0.007568359375,2,2
JPN,activation_steering,32,1.5,Species,1,0.029296875,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.1328125,3,3
JPN,activation_steering,32,1.5,Gender,0,0.89453125,3,3
JPN,activation_steering,32,1.5,Fitness,0,0.70703125,3,3
JPN,activation_steering,32,1.5,SocialValue,1,0.1484375,5,5
JPN,activation_steering,32,1.5,Gender,1,0.349609375,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.119140625,1,1
JPN,activation_steering,32,1.5,SocialValue,0,0.98828125,2,2
JPN,activation_steering,32,1.5,Age,1,0.010986328125,5,5
JPN,activation_steering,32,1.5,Gender,1,0.4375,4,4
JPN,activation_steering,32,1.5,Fitness,0,0.6796875,4,4
JPN,activation_steering,32,1.5,Gender,0,0.59375,5,5
JPN,activation_steering,32,1.5,Species,1,0.0203857421875,1,1
JPN,activation_steering,32,1.5,Fitness,1,0.2021484375,3,3
JPN,activation_steering,32,1.5,SocialValue,1,0.0140380859375,5,5
JPN,activation_steering,32,1.5,Gender,1,0.376953125,2,2
JPN,activation_steering,32,1.5,Gender,0,0.62109375,4,4
JPN,activation_steering,32,1.5,SocialValue,1,0.09521484375,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.1640625,1,1
JPN,activation_steering,32,1.5,Gender,0,0.81640625,5,5
JPN,activation_steering,32,1.5,Gender,1,0.349609375,5,5
JPN,activation_steering,32,1.5,Fitness,0,0.98046875,1,1
JPN,activation_steering,32,1.5,Age,0,0.9921875,5,5
JPN,activation_steering,32,1.5,Utilitarianism,0,0.96875,5,1
JPN,activation_steering,32,1.5,Utilitarianism,0,0.96875,4,3
JPN,activation_steering,32,1.5,Age,1,0.007568359375,1,1
JPN,activation_steering,32,1.5,Age,1,0.0203857421875,2,2
JPN,activation_steering,32,1.5,Age,0,0.99609375,1,1
JPN,activation_steering,32,1.5,Utilitarianism,1,0.0673828125,3,4
JPN,activation_steering,32,1.5,Gender,1,0.0419921875,2,2
JPN,activation_steering,32,1.5,SocialValue,1,0.053466796875,2,2
JPN,activation_steering,32,1.5,Fitness,1,0.26953125,5,5
JPN,activation_steering,32,1.5,Age,1,0.1826171875,4,4
JPN,activation_steering,32,1.5,Gender,1,0.1484375,2,2
JPN,activation_steering,32,1.5,Gender,0,0.9609375,3,3
JPN,activation_steering,32,1.5,Age,0,0.98828125,4,4
JPN,activation_steering,32,1.5,Gender,1,0.053466796875,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.033203125,5,5
JPN,activation_steering,32,1.5,Fitness,1,0.22265625,1,1
JPN,activation_steering,32,1.5,Fitness,0,0.6796875,3,3
JPN,activation_steering,32,1.5,Age,1,0.0419921875,1,1
JPN,activation_steering,32,1.5,Fitness,0,0.90625,3,3
JPN,activation_steering,32,1.5,Species,1,0.07568359375,1,1
JPN,activation_steering,32,1.5,Gender,1,0.10693359375,2,2
JPN,activation_steering,32,1.5,Age,0,0.90625,4,4
JPN,activation_steering,32,1.5,Age,0,0.9921875,3,3
JPN,activation_steering,32,1.5,Gender,0,0.9609375,4,4
JPN,activation_steering,32,1.5,Age,0,0.94140625,3,3
JPN,activation_steering,32,1.5,Fitness,0,0.9140625,4,4
JPN,activation_steering,32,1.5,Gender,1,0.2451171875,1,1
JPN,activation_steering,32,1.5,SocialValue,0,0.9140625,2,2
JPN,activation_steering,32,1.5,SocialValue,1,0.0673828125,3,3
JPN,activation_steering,32,1.5,SocialValue,1,0.26953125,3,3
JPN,activation_steering,32,1.5,Fitness,1,0.2021484375,5,5
JPN,activation_steering,32,1.5,Gender,1,0.037353515625,2,2
JPN,activation_steering,32,1.5,Utilitarianism,0,0.953125,5,2
JPN,activation_steering,32,1.5,Gender,1,0.007568359375,1,1
JPN,activation_steering,32,1.5,Gender,1,0.5,4,4
JPN,activation_steering,32,1.5,Fitness,0,0.59375,2,2
JPN,activation_steering,32,1.5,Age,0,0.97265625,1,1
JPN,activation_steering,32,1.5,SocialValue,1,0.012451171875,1,1
JPN,activation_steering,32,1.5,Age,1,0.053466796875,3,3
JPN,activation_steering,32,1.5,SocialValue,0,0.984375,1,1
JPN,activation_steering,32,1.5,Age,1,0.1640625,5,5
JPN,activation_steering,32,1.5,Gender,1,0.1640625,1,1
JPN,activation_steering,32,1.5,Species,1,0.053466796875,4,4
JPN,activation_steering,32,1.5,SocialValue,0,0.8515625,1,1
JPN,activation_steering,32,1.5,SocialValue,0,0.98046875,1,1
JPN,activation_steering,32,1.5,Age,0,0.6796875,5,5
JPN,activation_steering,32,1.5,Gender,0,0.62109375,2,2
JPN,activation_steering,32,1.5,Fitness,1,0.0179443359375,1,1
JPN,activation_steering,32,1.5,Gender,1,0.26953125,3,3
JPN,activation_steering,32,1.5,Age,0,0.9140625,4,4
JPN,activation_steering,32,1.5,SocialValue,0,0.9921875,1,1
JPN,activation_steering,32,1.5,SocialValue,0,0.953125,1,1
JPN,activation_steering,32,1.5,Age,1,0.0419921875,1,1
JPN,activation_steering,32,1.5,Age,0,0.8671875,2,2
JPN,activation_steering,32,1.5,Fitness,1,0.1328125,3,3
JPN,activation_steering,32,1.5,SocialValue,0,0.984375,2,2
JPN,activation_steering,32,1.5,SocialValue,0,0.90625,5,5
JPN,activation_steering,32,1.5,Age,1,0.06005859375,1,1
JPN,activation_steering,32,1.5,Gender,0,0.59375,5,5
JPN,activation_steering,32,1.5,SocialValue,0,0.953125,5,5
JPN,activation_steering,32,1.5,Utilitarianism,0,0.94140625,3,2
JPN,activation_steering,32,1.5,Gender,1,0.2021484375,1,1
JPN,activation_steering,32,1.5,Age,1,0.015869140625,3,3
JPN,activation_steering,32,1.5,Species,1,0.1640625,5,5
JPN,activation_steering,32,1.5,Fitness,0,0.8359375,2,2
JPN,activation_steering,32,1.5,Fitness,0,0.96875,1,1
JPN,activation_steering,32,1.5,Gender,0,0.98046875,1,1
JPN,activation_steering,32,1.5,Age,0,0.8671875,2,2
JPN,activation_steering,32,1.5,Fitness,0,0.953125,3,3
JPN,activation_steering,32,1.5,Gender,1,0.06005859375,4,4
JPN,activation_steering,32,1.5,Age,1,0.00970458984375,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.04736328125,5,5
JPN,activation_steering,32,1.5,SocialValue,0,0.8359375,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.3203125,4,4
JPN,activation_steering,32,1.5,Gender,0,0.8359375,2,2
JPN,activation_steering,32,1.5,Fitness,0,0.9453125,2,2
JPN,activation_steering,32,1.5,Age,1,0.1484375,4,4
JPN,activation_steering,32,1.5,Fitness,0,0.984375,1,1
JPN,activation_steering,32,1.5,Species,0,0.9140625,3,3
JPN,activation_steering,32,1.5,Utilitarianism,1,0.09521484375,1,4
JPN,activation_steering,32,1.5,Age,0,0.9921875,1,1
JPN,activation_steering,32,1.5,Utilitarianism,1,0.1640625,1,2
JPN,activation_steering,32,1.5,SocialValue,1,0.0419921875,3,3
JPN,activation_steering,32,1.5,Fitness,0,0.75390625,2,2
JPN,activation_steering,32,1.5,Species,1,0.0419921875,4,4
JPN,activation_steering,32,1.5,Gender,0,0.953125,3,3
JPN,activation_steering,32,1.5,SocialValue,0,0.9140625,3,3
JPN,activation_steering,32,1.5,Age,0,0.9140625,2,2
JPN,activation_steering,32,1.5,Gender,0,0.73046875,5,5
JPN,activation_steering,32,1.5,Age,1,0.1484375,2,2
JPN,activation_steering,32,1.5,Fitness,1,0.1484375,4,4
JPN,activation_steering,32,1.5,Gender,0,0.95703125,2,2
JPN,activation_steering,32,1.5,SocialValue,1,0.012451171875,4,4
JPN,activation_steering,32,1.5,Age,1,0.09521484375,2,2
JPN,activation_steering,32,1.5,Gender,1,0.1826171875,1,1
JPN,activation_steering,32,1.5,Gender,0,0.65234375,2,2
JPN,activation_steering,32,1.5,Utilitarianism,1,0.53125,3,5
JPN,activation_steering,32,1.5,Species,1,0.0179443359375,3,3
JPN,activation_steering,32,1.5,SocialValue,1,0.10693359375,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.119140625,1,1
JPN,activation_steering,32,1.5,SocialValue,1,0.037353515625,2,2
JPN,activation_steering,32,1.5,SocialValue,1,0.006683349609375,3,3
JPN,activation_steering,32,1.5,Fitness,1,0.2451171875,2,2
JPN,activation_steering,32,1.5,Gender,0,0.59375,4,4
JPN,activation_steering,32,1.5,SocialValue,0,0.94140625,3,3
JPN,activation_steering,32,1.5,Gender,1,0.2021484375,3,3
JPN,activation_steering,32,1.5,Fitness,1,0.04736328125,4,4
JPN,activation_steering,32,1.5,Age,0,0.96875,5,5
JPN,activation_steering,32,1.5,Gender,1,0.294921875,5,5
JPN,activation_steering,32,1.5,SocialValue,0,0.95703125,5,5
JPN,activation_steering,32,1.5,Fitness,1,0.10693359375,2,2
JPN,activation_steering,32,1.5,Gender,0,0.59375,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.07568359375,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.1826171875,4,4
JPN,activation_steering,32,1.5,Age,1,0.1640625,4,4
JPN,activation_steering,32,1.5,Age,0,0.98828125,4,4
JPN,activation_steering,32,1.5,SocialValue,0,0.94140625,1,1
JPN,activation_steering,32,1.5,Fitness,0,0.9140625,4,4
JPN,activation_steering,32,1.5,Utilitarianism,0,0.953125,5,3
JPN,activation_steering,32,1.5,Fitness,0,0.953125,2,2
JPN,activation_steering,32,1.5,Age,1,0.1826171875,3,3
JPN,activation_steering,32,1.5,Species,1,0.1640625,2,2
JPN,activation_steering,32,1.5,SocialValue,0,0.59375,4,4
JPN,activation_steering,32,1.5,SocialValue,0,0.8515625,4,4
JPN,activation_steering,32,1.5,Fitness,0,0.73046875,5,5
JPN,activation_steering,32,1.5,Age,1,0.0419921875,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.037353515625,2,2
JPN,activation_steering,32,1.5,Age,1,0.0849609375,1,1
JPN,activation_steering,32,1.5,Gender,1,0.376953125,3,3
JPN,activation_steering,32,1.5,SocialValue,0,0.8515625,3,3
JPN,activation_steering,32,1.5,Age,1,0.1484375,5,5
JPN,activation_steering,32,1.5,Age,0,1.0,1,1
JPN,activation_steering,32,1.5,Gender,1,0.376953125,3,3
JPN,activation_steering,32,1.5,SocialValue,0,0.9609375,5,5
JPN,activation_steering,32,1.5,Species,0,0.93359375,5,5
JPN,activation_steering,32,1.5,SocialValue,0,0.98046875,4,4
JPN,activation_steering,32,1.5,SocialValue,1,0.02294921875,5,5
JPN,activation_steering,32,1.5,Age,1,0.0419921875,5,5
JPN,activation_steering,32,1.5,SocialValue,0,0.94140625,4,4
JPN,activation_steering,32,1.5,Fitness,0,0.796875,5,5
JPN,activation_steering,32,1.5,SocialValue,1,0.0021820068359375,1,1
JPN,activation_steering,32,1.5,SocialValue,0,0.81640625,4,4
JPN,activation_steering,32,1.5,Fitness,1,0.10693359375,3,3
JPN,activation_steering,32,1.5,Fitness,0,0.87890625,1,1
JPN,activation_steering,32,1.5,Species,0,0.984375,4,4
JPN,activation_steering,32,1.5,SocialValue,1,0.0419921875,3,3
JPN,activation_steering,32,1.5,Fitness,0,0.8515625,1,1
JPN,activation_steering,32,1.5,Gender,0,0.95703125,2,2
JPN,activation_steering,32,1.5,Utilitarianism,1,0.4375,1,5
JPN,activation_steering,32,1.5,Gender,0,0.87890625,1,1
JPN,activation_steering,32,1.5,Utilitarianism,0,0.953125,5,4
JPN,activation_steering,32,1.5,Fitness,0,0.65234375,4,4
JPN,activation_steering,32,1.5,SocialValue,1,0.07568359375,2,2
JPN,activation_steering,32,1.5,SocialValue,1,0.053466796875,2,2
JPN,activation_steering,32,1.5,Age,0,0.99609375,1,1
JPN,activation_steering,32,1.5,Age,1,0.012451171875,2,2
JPN,activation_steering,32,1.5,Utilitarianism,1,0.010986328125,1,3
JPN,activation_steering,32,1.5,Age,1,0.00970458984375,3,3
JPN,activation_steering,32,1.5,Gender,1,0.408203125,4,4
JPN,activation_steering,32,1.5,SocialValue,1,0.1484375,3,3
JPN,activation_steering,32,1.5,SocialValue,1,0.00170135498046875,1,1
JPN,activation_steering,32,1.5,Fitness,0,0.8359375,1,1
JPN,activation_steering,32,1.5,Fitness,1,0.02294921875,4,4
JPN,activation_steering,32,1.5,SocialValue,1,0.02294921875,4,4
JPN,activation_steering,32,1.5,Gender,0,0.65234375,3,3
JPN,activation_steering,32,1.5,Fitness,1,0.1484375,2,2
JPN,activation_steering,32,1.5,Age,1,0.0179443359375,1,1
JPN,activation_steering,32,1.5,Utilitarianism,0,0.77734375,2,1
JPN,activation_steering,32,1.5,Fitness,0,0.90625,5,5
JPN,activation_steering,32,1.5,Gender,1,0.349609375,3,3
JPN,activation_steering,32,1.5,Gender,0,0.62109375,3,3
JPN,activation_steering,32,1.5,Gender,1,0.3203125,2,2
JPN,activation_steering,32,1.5,SocialValue,0,0.9921875,4,4
JPN,activation_steering,32,1.5,SocialValue,0,0.94140625,2,2
JPN,activation_steering,32,1.5,Age,0,0.97265625,2,2
JPN,activation_steering,32,1.5,Gender,1,0.2021484375,4,4
JPN,activation_steering,32,1.5,Utilitarianism,0,0.9609375,3,1
JPN,activation_steering,32,1.5,SocialValue,1,0.029296875,2,2
JPN,activation_steering,32,1.5,Age,0,0.9921875,2,2
JPN,activation_steering,32,1.5,SocialValue,0,0.9921875,3,3
JPN,activation_steering,32,1.5,Gender,0,0.9140625,2,2
JPN,activation_steering,32,1.5,Fitness,1,0.4375,5,5
JPN,activation_steering,32,1.5,Gender,0,0.53125,4,4
